id_programa,nombre_programa,id_area,area_conocimiento_original
38184,ESPECIALISTA  EN GERENCIA DE MERCADEO ESTRATEGICO,1,Economía administración contaduría y afines
38185,ESPECIALISTA EN GERENCIA DE MERCADEO ESTRATEGICO,1,Economía administración contaduría y afines
38186,ESPECIALISTA EN GERENCIA DE PROYECTOS,1,Ingeniería arquitectura urbanismo y afines
38188,ESPECIALISTA EN GERENCIA E INNOVACION,1,Economía administración contaduría y afines
38190,ESPECIALISTA EN GERENCIA EN SALUD Y SEGURIDAD SOCIAL,1,Economía administración contaduría y afines
38192,ESPECIALISTA EN GERENCIA SOCIAL,1,Economía administración contaduría y afines
38200,ESPECIALISTA EN GERENCIA Y AUDITORIA DEL SERVICIO,1,Economía administración contaduría y afines
38202,ESPECIALISTA EN GESTION ADMINISTRATIVA Y FINANCIERA EN SALUD,1,Economía administración contaduría y afines
38203,ESPECIALISTA EN GESTION AMBIENTAL,1,Ingeniería arquitectura urbanismo y afines
38204,ESPECIALISTA EN GESTION DE PROYECTOS EDUCATIVOS,1,Economía administración contaduría y afines
38206,ESPECIALISTA EN GESTION DE TECNOLOGIAS DE LA INFORMACION,1,Ingeniería arquitectura urbanismo y afines
38208,ESPECIALISTA EN GESTION Y PARTICIPACION COMUNITARIA,1,Economía administración contaduría y afines
38209,ESPECIALISTA EN GINECOLGIA Y OBSTETRICIA,13,Ciencias de la salud
38210,ESPECIALISTA EN GOBIERNO Y ASUNTOS PUBLICOS,1,Economía administración contaduría y afines
38212,ESPECIALISTA EN INGENIERÍA DE SOFTWARE,8,Ingeniería arquitectura urbanismo y afines
38213,ESPECIALISTA EN LOGÍSTICA DE OPERACIONES,11,Ingeniería arquitectura urbanismo y afines
38214,ESPECIALISTA EN LOGISTICA Y NEGOCIOS INTERNACIONALES,25,Economía administración contaduría y afines
38216,ESPECIALISTA EN MANEJO NEGOCIACION Y SOLUCION DE CONFLICTOS,1,Ciencias sociales y humanas
38217,ESPECIALISTA EN MEDICINA CRÍTICA Y CUIDADOS INTENSIVOS,13,Ciencias de la salud
38218,ESPECIALISTA EN MEDICINA INTERNA,13,Ciencias de la salud
38219,ESPECIALISTA EN MULTIMEDIA INTERACTIVA,22,Ingeniería arquitectura urbanismo y afines
38220,ESPECIALISTA EN NEFROLOGÍA,13,Ciencias de la salud
38221,ESPECIALISTA EN NEUROLOGÍA,13,Ciencias de la salud
38222,ESPECIALISTA EN OFTALMOLOGIA,1,Sin clasificar
38223,ESPECIALISTA EN PEDAGOGÍA DE LAS CIENCIAS,1,Ciencias de la educación
38224,ESPECIALISTA EN PEDIATRÍA,13,Ciencias de la salud
38225,ESPECIALISTA EN PENSAMIENTO ECONOMICO PARA AMERICA LATINA,1,Economía administración contaduría y afines
38226,ESPECIALISTA EN PENSAMIENTO ECONOMICO SOCIAL DE AMERICA LATINA,18,Economía administración contaduría y afines
38227,ESPECIALISTA EN PROCESOS DE INTERVENCION SOCIAL,11,Economía administración contaduría y afines
38229,ESPECIALISTA EN PSICOLOGIA CLINICA Y TERAPIA FAMILIAR SISTEMICA,13,Ciencias sociales y humanas
38230,ESPECIALISTA EN PSIQUIATRIA,13,Ciencias de la salud
38231,ESPECIALISTA EN REHABILITACION CARDIOPULMONAR Y VASCULAR,13,Ciencias de la salud
38232,ESPECIALISTA EN REVISORIA FISCAL,1,Economía administración contaduría y afines
38234,ESPECIALISTA EN SALUD FAMILIAR Y COMUNITARIA,18,Ciencias de la salud
38235,ESPECIALISTA EN SALUD OCUPACIONAL,13,Ciencias de la salud
38238,ESPECIALISTA EN SEGURIDAD DE REDES TELEMATICAS,9,Ingeniería arquitectura urbanismo y afines
38239,ESPECIALISTA EN SEGURIDAD Y SALUD EN EL TRABAJO,19,Sin clasificar
38241,ESPECIALISTA EN SOCIEDAD Y CULTURA DEL CARIBE,20,Ciencias sociales y humanas
38242,ESPECIALISTA EN TRIBUTACION,1,Economía administración contaduría y afines
38243,ESPECIALISTA EN TRIBUTACIÓN,1,Economía administración contaduría y afines
38244,ESPECIALISTA TECNOLOGICO EN SEGURIDAD EN OPERACIONES PORTUARIAS,11,Economía administración contaduría y afines
38245,FISIOTERAPEUTA,13,Ciencias de la salud
38246,INGENIERO BIOMEDICO,1,Ingeniería arquitectura urbanismo y afines
38247,INGENIERO CIVIL,10,Ingeniería arquitectura urbanismo y afines
38248,INGENIERO DE MERCADOS,1,Ingeniería arquitectura urbanismo y afines
38249,INGENIERO DE SISTEMAS,8,Ingeniería arquitectura urbanismo y afines
38251,INGENIERO INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38253,INGENIERO MECANICO,1,Sin clasificar
38255,INGENIERO MECATRONICO,1,Ingeniería arquitectura urbanismo y afines
38256,INGENIERO(A) MULTIMEDIA,22,Ingeniería arquitectura urbanismo y afines
38257,INGENIERO MULTIMEDIA,22,Ingeniería arquitectura urbanismo y afines
38258,INSTRUMENTADOR QUIRURGICO,13,Ciencias de la salud
38259,LICENCIADO(A) EN CIENCIAS SOCIALES Y FILOSOFIA,18,Ciencias de la educación
38260,LICENCIADO EN CIENCIAS SOCIALES,18,Ciencias de la educación
38261,LICENCIADO EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,16,Ciencias de la educación
38262,LICENCIADO EN EDUCACION BASICA PRIMARIA CON ENFASIS EN CIENCIAS SOCIALES,16,Ciencias de la educación
38263,MAGISTER EN ADMINISTRACION DE EMPRESAS E INNOVACION,1,Economía administración contaduría y afines
38264,MAGISTER EN ACTIVIDAD FISICA Y SALUD,1,Sin clasificar
38265,MAGÍSTER EN ACTIVIDAD FÍSICA Y SALUD,13,Ciencias de la salud
38266,MAGÍSTER EN ADMINISTRACIÓN DE EMPRESAS E INNOVACIÓN,1,Economía administración contaduría y afines
38267,MAGISTER EN AUDITORIA Y SISTEMAS DE LA CALIDAD EN SERVICIOS DE SALUD,2,Economía administración contaduría y afines
38269,MAGISTER EN DERECHO ADMINISTRATIVO,1,Ciencias sociales y humanas
38271,MAGISTER EN DERECHO LABORAL Y SEGURIDAD SOCIAL,18,Sin clasificar
38272,MAGISTER EN DERECHO PENAL,1,Ciencias sociales y humanas
38274,MAGISTER EN DERECHO PROCESAL,1,Ciencias sociales y humanas
38276,MAGISTER EN DESARROLLO Y GESTION DE EMPRESAS SOCIALES,1,Ciencias sociales y humanas
38278,MAGISTER EN EDUCACION,16,Ciencias de la educación
38279,MAGISTER EN EDUCACIÓN,1,Ciencias de la educación
38280,MAGISTER EN FAMILIAS,1,Ciencias sociales y humanas
38282,MAGISTER EN GENÉTICA,1,Matemáticas y ciencias naturales
38283,MAGISTER EN GERENCIA DE SERVICIOS DE SALUD,1,Economía administración contaduría y afines
38284,MAGISTER EN GERENCIA DEL TALENTO HUMANO,1,Economía administración contaduría y afines
38285,MAGISTER EN GESTION Y EMPRENDIMIENTO TECNOLOGICO,1,Ingeniería arquitectura urbanismo y afines
38286,MAGISTER EN INGENIERIA DE SISTEMAS Y COMPUTACION,8,Ingeniería arquitectura urbanismo y afines
38287,MAGISTER EN INGENIERIA INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38288,MAGISTER EN NEUROPSICOLOGIA,18,Ciencias de la salud
38289,MAGISTER EN PSICOLOGIA,18,Sin clasificar
38291,MAGISTER EN SISTEMAS DE GESTION,1,Ingeniería arquitectura urbanismo y afines
38292,PROFESIONAL EN MATEMATICAS Y CIENCIAS DE LA COMPUTACION,8,Matemáticas y ciencias naturales
38294,MEDICO,13,Ciencias de la salud
38295,MICROBIOLOGO,1,Matemáticas y ciencias naturales
38296,PSICOLOGO,1,Ciencias sociales y humanas
38298,QUIMICO FARMACEUTICO,15,Matemáticas y ciencias naturales
38299,SOCIOLOGO,1,Ciencias sociales y humanas
38300,TÉCNICO PROFESIONAL EN OPERACIÓN PORTUARIA,1,Economía administración contaduría y afines
38301,TÉCNICO  PROFESIONAL EN PROCESOS PUBLICITARIOS Y DE MERCADEO,3,Economía administración contaduría y afines
38302,TECNICO PROFESIONAL EN ANALISIS Y PROGRAMACION DE COMPUTADORAS,8,Ingeniería arquitectura urbanismo y afines
38303,TECNICO PROFESIONAL EN CONTABILIDAD  SISTEMATIZADA,2,Economía administración contaduría y afines
38304,TECNICO PROFESIONAL EN CUIDADO INFANTIL,13,Ciencias sociales y humanas
38306,TECNICO PROFESIONAL EN PUBLICIDAD,3,Bellas artes
38307,TECNÓLOGO EN GESTIÓN LOGÍSTICA PORTUARIA,1,Economía administración contaduría y afines
38308,TECNOLOGO EN GESTION PORTUARIA Y LOGISTICA DE TRANSPORTE,1,Economía administración contaduría y afines
38309,TECNOLOGO EN SISTEMAS,8,Ingeniería arquitectura urbanismo y afines
38310,TRABAJADOR SOCIAL,18,Ciencias sociales y humanas
38311,TRABAJADOR(A) SOCIAL,18,Ciencias sociales y humanas
38314,ADMINISTRADOR (A) AMBIENTAL,1,Economía administración contaduría y afines
38315,ADMINISTRADOR DE EMPRESAS,1,Economía administración contaduría y afines
38318,ADMINISTRADOR (A) DE NEGOCIOS INTERNACIONALES,1,Sin clasificar
38319,PROFESIONAL EN ADMINISTRACIÓN DE SERVICIOS DE SALUD,1,Economía administración contaduría y afines
38320,ARQUITECTO,1,Ingeniería arquitectura urbanismo y afines
38321,PROFESIONAL EN BANCA Y FINANZAS.,1,Economía administración contaduría y afines
38322,PROFESIONAL EN CIENCIA DE LA INFORMACIÓN - BIBLIOTECOLOGÍA,1,Ingeniería arquitectura urbanismo y afines
38323,PROFESIONAL EN COMUNICACIÓN SOCIAL Y MEDIOS DIGITALES.,18,Ciencias sociales y humanas
38324,CONTADOR PUBLICO,1,Economía administración contaduría y afines
38325,CONTADOR (A) P¿BLICO (A),1,Sin clasificar
38326,ABOGADO,1,Ciencias sociales y humanas
38331,DOCTOR EN DESARROLLO SOSTENIBLE,8,Sin clasificar
38332,DOCTOR EN EDUCACIÓN,1,Sin clasificar
38333,DOCTOR EN INGENIERIA ENERGETICA,1,Ingeniería arquitectura urbanismo y afines
38334,DOCTOR EN INNOVACION,29,Sin clasificar
38335,DOCTOR (A) EN NEUROCIENCIA COGNITIVA APLICADA,1,Ciencias sociales y humanas
38336,DOCTOR EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION,28,Ingeniería arquitectura urbanismo y afines
38337,ESPECIALISTA  EN GESTIÓN DE LA CALIDAD Y AUDITORIA DE SERVICIOS DE SALUD,2,Economía administración contaduría y afines
38338,ESPECIALISTA EN ADMINISTRACIÓN DE OPERACIONES,1,Ingeniería arquitectura urbanismo y afines
38339,ESPECIALISTA EN AGRONEGOCIOS SOSTENIBLES,29,Economía administración contaduría y afines
38340,ESPECIALISTA EN AUDITORIA A LOS SISTEMAS DE INFORMACION,2,Economía administración contaduría y afines
38342,ESPECIALISTA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38343,ESPECIALISTA EN COMERCIO INTERNACIONAL,1,Economía administración contaduría y afines
38344,ESPECIALISTA EN COMUNICACIONES MÓVILES E INALÁMBRICAS,9,Ingeniería arquitectura urbanismo y afines
38345,ESPECIALISTA EN CONTABILIDAD PUBLICA Y CONTROL FISCAL,2,Economía administración contaduría y afines
38346,ESPECIALISTA EN CONTROL DE LA CONTAMINACION,12,Ingeniería arquitectura urbanismo y afines
38347,ESPECIALISTA EN DERECHO COMERCIAL,3,Ciencias sociales y humanas
38349,ESPECIALISTA EN DERECHO LABORAL,1,Ciencias sociales y humanas
38350,ESPECIALISTA EN DERECHO PROCESAL CIVIL,10,Ciencias sociales y humanas
38353,LICENCIADO EN EDUCACION INFANTIL CON ENFASIS EN ESPAÑOL Y LITERATURA,16,Ciencias de la educación
38354,ESPECIALISTA EN DERECHO PROCESAL Y PROBATORIO,1,Ciencias sociales y humanas
38355,ESPECIALISTA EN EN DESARROLLO DE APLICACIONES WEB,8,Ingeniería arquitectura urbanismo y afines
38356,ESPECIALIZACION EN DIRECCION DE NEGOCIOS INTERNACIONALES,29,Economía administración contaduría y afines
38358,ESPECIALISTA EN ENERGIAS RENOVABLES,1,Ingeniería arquitectura urbanismo y afines
38359,ESPECIALISTA EN ESTRUCTURAS,1,Ingeniería arquitectura urbanismo y afines
38360,ESPECIALISTA EN ESTUDIOS PEDAGOGICOS,1,Ciencias de la educación
38362,ESPECIALISTA EN FINANZAS Y SISTEMAS,8,Economía administración contaduría y afines
38363,ESPECIALISTA  EN FUENTES RENOVABLES DE ENERGIA,1,Ingeniería arquitectura urbanismo y afines
38364,ESPECIALISTA EN GERENCIA DE CONSTRUCCION DE OBRAS PUBLICAS DE INFRAESTRUCTURA,1,Ingeniería arquitectura urbanismo y afines
38365,ESPECIALISTA EN GERENCIA DE MERCADEO,1,Economía administración contaduría y afines
38366,ESPECIALISTA EN GERENCIA DE PROYECTOS,1,Ingeniería arquitectura urbanismo y afines
38367,ESPECIALISTA EN GERENCIA DE PROYECTOS DE OBRAS PÚBLICAS,1,Ingeniería arquitectura urbanismo y afines
38368,ESPECIALISTA EN GERENCIA DE SERVICIOS DE SALUD,1,Economía administración contaduría y afines
38369,ESPECIALISTA EN GERENCIA EDUCATIVA PARA EL DESARROLLO SOSTENIBLE,1,Matemáticas y ciencias naturales
38370,ESPECIALISTA EN GERENCIA EN SEGURIDAD Y SALUD EN EL TRABAJO,1,Ingeniería arquitectura urbanismo y afines
38371,ESPECIALISTA EN GERENCIA ENERGETICA,1,Ingeniería arquitectura urbanismo y afines
38372,ESPECIALISTA EN GERENCIA ESTRATEGICA,1,Ingeniería arquitectura urbanismo y afines
38373,ESPECIALISTA EN GERENCIA FINANCIERA,1,Economía administración contaduría y afines
38374,ESPECIALISTA EN GERENCIA  PARA LA MICRO PEQUEÑA Y MEDIANA EMPRESA,1,Economía administración contaduría y afines
38375,ESPECIALISTA EN GERENCIA Y CONTROL DE RIESGOS PROFESIONALES,1,Ingeniería arquitectura urbanismo y afines
38376,ESPECIALISTA EN GESTION ADUANERA Y CAMBIARIA,1,Economía administración contaduría y afines
38377,ESPECIALISTA EN GESTIÓN AMBIENTAL EMPRESARIAL,1,Matemáticas y ciencias naturales
38378,ESPECIALISTA EN GESTION DE LA CONVIVENCIA EDUCATIVA Y CIUDADANA,1,Ciencias de la educación
38379,ESPECIALISTA EN GESTIÓN INTEGRAL DE LA CALIDAD,30,Ingeniería arquitectura urbanismo y afines
38380,ESPECIALISTA EN GESTION TERRITORIAL SOSTENIBLE,1,Ciencias sociales y humanas
38381,ESPECIALISTA EN GESTION TRIBUTARIA,1,Economía administración contaduría y afines
38382,ESPECIALISTA EN GESTION TRIBUTARIA ADUANERA Y CAMBIARIA,1,Economía administración contaduría y afines
38383,ESPECIALISTA EN INTERVENCIÓN PSICOSOCIAL,18,Ciencias sociales y humanas
38384,ESPECIALISTA EN INTERVENTORIA DE PROYECTOS Y OBRAS CIVILES,10,Ingeniería arquitectura urbanismo y afines
38385,ESPECIALISTA EN LOGISTICA INTEGRAL,25,Ingeniería arquitectura urbanismo y afines
38386,ESPECIALISTA EN MERCADEO ESTRATEGICO,3,Economía administración contaduría y afines
38387,ESPECIALISTA EN NEUROPSICOPEDAGOGÍA,1,Ciencias sociales y humanas
38388,ESPECIALISTA EN NORMAS INTERNACIONALES DE INFORMACION FINANCIERA - NIIF,2,Economía administración contaduría y afines
38389,ESPECIALISTA EN PEDAGOGIA DEL DEPORTE DE MENORES,16,Ciencias de la educación
38390,ESPECIALISTA EN PSICOLOGIA ORGANIZACIONAL Y DEL TRABAJO,1,Ciencias sociales y humanas
38391,ESPECIALISTA EN PSICOTERAPIA INFANTIL,17,Ciencias sociales y humanas
38392,ESPECIALISTA EN REDES CONVERGENTES,9,Ingeniería arquitectura urbanismo y afines
38393,ESPECIALISTA EN REHABILITACION INTEGRAL DE LOS TRANSTORNOS SENSORIALES Y DEL DESARROLLO,8,Ciencias de la salud
38394,ESPECIALISTA EN RESTAURACION Y CONSERVACION DEL PATRIMONIO ARQUITECTONICO,1,Ingeniería arquitectura urbanismo y afines
38395,ESPECIALISTA EN REVISORIA FISCAL,1,Economía administración contaduría y afines
38396,ESPECIALISTA EN REVISORIA FISCAL Y AUDITORIA,2,Economía administración contaduría y afines
38397,ESPECIALISTA EN SEGURIDAD SOCIAL,18,Ciencias sociales y humanas
38398,ESPECIALISTA EN SEXUALIDAD Y RELACIONES CONTEMPOR¿NEAS,1,Sin clasificar
38400,ESPECIALISTA EN SISTEMAS DE INFORMACION GEOGRAFICA,8,Sin clasificar
38401,PROFESIONAL EN FINANZAS Y RELACIONES INTERNACIONALES,1,Economía administración contaduría y afines
38402,INGENIERO AGROINDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38403,INGENIERO AMBIENTAL,24,Ingeniería arquitectura urbanismo y afines
38404,INGENIERO CIVIL,10,Ingeniería arquitectura urbanismo y afines
38405,INGENIERO DE RECURSOS HIDRICOS,1,Ingeniería arquitectura urbanismo y afines
38406,INGENIERO DE SISTEMAS,8,Ingeniería arquitectura urbanismo y afines
38408,INGENIERO (A) DE SISTEMAS,8,Sin clasificar
38409,INGENIERO ELECTRICO,1,Ingeniería arquitectura urbanismo y afines
38410,INGENIERO ELECTRONICO,1,Ingeniería arquitectura urbanismo y afines
38412,INGENIERO INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38413,INGENIERO (A) INDUSTRIAL,11,Sin clasificar
38415,INGENIERO MECÁNICO,1,Ingeniería arquitectura urbanismo y afines
38416,INGENIERO SANITARIO,1,Ingeniería arquitectura urbanismo y afines
38417,PROFESIONAL EN INSTRUMENTACIÓN QUIRÚRGICA,13,Ciencias de la salud
38418,LICENCIADO EN EDUCACIÓN BÁSICA PRIMARIA,1,Ciencias de la educación
38419,LICENCIADO EN EDUCACION ESPECIAL,16,Ciencias de la educación
38420,LICENCIADO EN EDUCACION FISICA,16,Ciencias de la educación
38421,LICENCIADO EN EDUCACION PREESCOLAR,16,Ciencias de la educación
38422,LICENCIADO EN LENGUAS MODERNAS  ESPAÑOL-INGLES,28,Ciencias de la educación
38423,LICENCIADO EN PSICOPEDAGOGIA,16,Ciencias de la educación
38424,MAGISTER EN ADMINISTRACION,1,Economía administración contaduría y afines
38426,MAGISTER EN CONTABILIDAD Y FINANZAS,2,Sin clasificar
38428,MAGISTER EN DESARROLLO SOSTENIBLE,8,Ciencias sociales y humanas
38429,MAGISTER EN EDUCACION,16,Ciencias de la educación
38431,MAGISTER EN EFICIENCIA ENERGETICA Y ENERGIA RENOVABLE,30,Ingeniería arquitectura urbanismo y afines
38432,MAGISTER EN FISICOQUIMICA,1,Matemáticas y ciencias naturales
38433,MAGISTER EN GESTION DE LAS TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION,1,Ingeniería arquitectura urbanismo y afines
38434,MAGISTER EN GESTION DE MERCADEO,1,Economía administración contaduría y afines
38435,MAGISTER EN GESTION DE SERVICIOS DE SALUD,1,Sin clasificar
38436,MAGISTER EN GESTIÓN DE SERVICIOS DE SALUD,7,Economía administración contaduría y afines
38437,MAGISTER EN INGENIERIA,1,Ingeniería arquitectura urbanismo y afines
38439,MAGISTER EN INTERVENCION PSICOSOCIAL,18,Ciencias sociales y humanas
38440,MAGISTER EN MANEJO INTEGRAL DE RECURSOS HIDRICOS,1,Ingeniería arquitectura urbanismo y afines
38441,MAGISTER EN MARKETING,3,Sin clasificar
38442,MAGISTER EN NEUROPSICOPEDAGOGIA,16,Sin clasificar
38443,MAGISTER EN PROYECTOS DE CONSTRUCCION SOSTENIBLE,10,Sin clasificar
38444,MAGISTER EN PSICOLOGIA,18,Ciencias sociales y humanas
38445,MAGISTER EN SEXUALIDAD Y RELACIONES CONTEMPORANEAS,1,Ciencias sociales y humanas
38446,PROFESIONAL EN MERCADEO Y PUBLICIDAD,3,Economía administración contaduría y afines
38447,PROFESIONAL EN NEGOCIOS INTERNACIONALES,29,Economía administración contaduría y afines
38448,PSICOLOGO,1,Ciencias sociales y humanas
38449,TECNICO PROFESIONAL EN ANALISIS Y PROGRAMACION DE COMPUTADORES,8,Ingeniería arquitectura urbanismo y afines
38451,TÉCNICO PROFESIONAL EN PROGRAMACIÓN DE DISPOSITIVOS MÓVILES,1,Ingeniería arquitectura urbanismo y afines
38452,TÉCNICO PROFESIONAL EN ACUICULTURA,20,Agronomía veterinaria y afines
38453,TÉCNICO PROFESIONAL EN COMERCIO EXTERIOR,1,Economía administración contaduría y afines
38454,TÉCNICO PROFESIONAL EN CONTABILIDAD Y ASEGURAMIENTO DE LA INFORMACION FINANCIERA,2,Economía administración contaduría y afines
38455,T¿CNICO (A) PROFESIONAL EN OPERACIONES DE COMERCIO EXTERIOR,11,Sin clasificar
38456,TÉCNICO PROFESIONAL EN PROCESOS ADMINISTRATIVOS,1,Economía administración contaduría y afines
38457,TÉCNICO PROFESIONAL EN SEGURIDAD Y SALUDEN EL TRABAJO,19,Ciencias de la salud
38458,TECNOLOGO EN DESARROLLO DE SOFTWARE Y REDES TELEMÁTICAS,8,Ingeniería arquitectura urbanismo y afines
38459,TECNOLOGO EN INFORMATICA Y  TELECOMUNICACIONES,8,Ingeniería arquitectura urbanismo y afines
38460,ADMINISTRADOR,1,Economía administración contaduría y afines
38461,ADMINISTRADOR DE EMPRESAS,1,Economía administración contaduría y afines
38462,DOCTOR EN INGENIERÍA,1,Ingeniería arquitectura urbanismo y afines
38463,ECONOMISTA,1,Economía administración contaduría y afines
38464,ESPECIALISTA EN DESARROLLO Y GERENCIA INTEGRAL DE PROYECTOS,1,Economía administración contaduría y afines
38465,ESPECIALISTA EN DISEÑO CONSTRUCCION Y CONSERVACION DE VIAS,10,Ingeniería arquitectura urbanismo y afines
38466,ESPECIALISTA EN ECONOMIA PARA INGENIEROS,1,Economía administración contaduría y afines
38467,ESPECIALISTA EN ESTRUCTURAS,1,Ingeniería arquitectura urbanismo y afines
38468,ESPECIALISTA EN GERENCIA DE OPERACIONES,1,Economía administración contaduría y afines
38469,ESPECIALISTA EN GERENCIA DE PRODUCCIÓN INDUSTRIAL,1,Economía administración contaduría y afines
38470,ESPECIALISTA EN GESTIÓN INTEGRADA DE LA SEGURIDAD Y SALUD EN EL TRABAJO CALIDAD Y MEDIO AMBIENTE,19,Ingeniería arquitectura urbanismo y afines
38471,ESPECIALISTA EN GESTIÓN INTEGRADA QHSE,1,Economía administración contaduría y afines
38472,ESPECIALISTA EN INGENIERIA DE FUNDACIONES,1,Ingeniería arquitectura urbanismo y afines
38473,ESPECIALISTA EN PROCESAMIENTO DE POLíMEROS,1,Ingeniería arquitectura urbanismo y afines
38474,ESPECIALISTA EN RECURSOS HIDRAULICOS Y MEDIO AMBIENTE,24,Ingeniería arquitectura urbanismo y afines
38475,ESPECIALISTA EN SANEAMIENTO AMBIENTAL,14,Ingeniería arquitectura urbanismo y afines
38476,ESPECIALIZACION EN TELEMATICA APLICADA A NEGOCIOS POR INTERNET,29,Ingeniería arquitectura urbanismo y afines
38477,INGENIERO AMBIENTAL,24,Ingeniería arquitectura urbanismo y afines
38478,INGENIERO BIOMEDICO,1,Ingeniería arquitectura urbanismo y afines
38479,INGENIERO CIVIL,10,Ingeniería arquitectura urbanismo y afines
38480,INGENIERO DE SISTEMAS,8,Ingeniería arquitectura urbanismo y afines
38481,INGENIERO ELECTRICISTA,1,Ingeniería arquitectura urbanismo y afines
38482,INGENIERO ELECTRONICO,1,Ingeniería arquitectura urbanismo y afines
38483,INGENIERO ESTADÍSTICO,1,Sin clasificar
38484,INGENIERO INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38485,INGENIERO MECÁNICO,1,Ingeniería arquitectura urbanismo y afines
38486,MAGÍSTER EN CIENCIA DE DATOS,1,Sin clasificar
38487,MAGÍSTER EN CIENCIAS ACTUARIALES,1,Matemáticas y ciencias naturales
38488,MAGÍSTER EN DESARROLLO Y GERENCIA INTEGRAL DE PROYECTOS,1,Ingeniería arquitectura urbanismo y afines
38489,MAGISTER EN GESTIÓN DE INFORMACIÓN,1,Ingeniería arquitectura urbanismo y afines
38490,MAGISTER EN INFORMÁTICA,1,Ingeniería arquitectura urbanismo y afines
38491,MAGISTER EN INGENIER¿A CIVIL,10,Sin clasificar
38492,MAGÍSTER EN INGENIERÍA CIVIL,10,Ingeniería arquitectura urbanismo y afines
38493,MAGÍSTER EN INGENIERÍA ELÉCTRICA,1,Ingeniería arquitectura urbanismo y afines
38494,MAGÍSTER EN INGENIERÍA ELECTRÓNICA,1,Ingeniería arquitectura urbanismo y afines
38495,MAGÍSTER EN INGENIERÍA INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38496,MATEMATICO,1,Matemáticas y ciencias naturales
38497,ADMINISTRADOR DE EMPRESAS,1,Economía administración contaduría y afines
38503,ADMINISTRADOR DE EMPRESAS GLOBALES,1,Economía administración contaduría y afines
38504,PROFESIONAL EN COMERCIO Y NEGOCIOS GLOBALES,29,Economía administración contaduría y afines
38505,PROFESIONAL EN COMUNICACIÓN,1,Ciencias sociales y humanas
38506,CONTADOR PÚBLICO,1,Economía administración contaduría y afines
38508,DOCTOR EN GERENCIA DE PROYECTOS,1,Economía administración contaduría y afines
38509,DOCTOR EN GESTIÓN,1,Economía administración contaduría y afines
38510,DOCTOR EN INGENIERÍA DE PROCESOS,11,Ingeniería arquitectura urbanismo y afines
38511,ECONOMISTA,1,Economía administración contaduría y afines
38514,ESPECIALISTA EN NEGOCIOS Y FINANZAS INTERNACIONALES,29,Economía administración contaduría y afines
38515,ESPECIALISTA EN ADMINISTRACION DE EMPRESAS,1,Economía administración contaduría y afines
38516,ESPECIALISTA EN ADMINISTRACION DE NEGOCIOS EN INTERNET,1,Economía administración contaduría y afines
38517,ESPECIALISTA EN ADMINISTRACION DE NEGOCIOS INTERNACIONALES,1,Economía administración contaduría y afines
38518,ESPECIALISTA EN ADMINISTRACION FINANCIERA,1,Economía administración contaduría y afines
38521,ESPECIALISTA EN ADMINSTRACION FINANCIERA,2,Economía administración contaduría y afines
38529,ESPECIALISTA EN ADMINISTRACIÓN FINANCIERA,1,Economía administración contaduría y afines
38530,ESPECIALISTA EN ADMINISTRACION HOSPITALARIA,1,Economía administración contaduría y afines
38535,ESPECIALISTA EN ADMINISTRACIÓN HOSPITALARIA,1,Economía administración contaduría y afines
38536,ESPECIALISTA EN ALTA DIRECCION EN SEGUROS,1,Economía administración contaduría y afines
38537,ESPECIALISTA EN GERENCIA DE NEGOCIOS INTERNACIONALES,1,Economía administración contaduría y afines
38538,ESPECIALISTA EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD,2,Economía administración contaduría y afines
38540,ESPECIALISTA EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD CON ENFASIS EN EPIDEMIOLOGIA,2,Economía administración contaduría y afines
38541,ESPECIALISTA EN AUDITORIA Y GARANTIA DE LA CALIDAD EN SALUD,2,Economía administración contaduría y afines
38542,ESPECIALISTA EN COMPORTAMIENTO DEL CONSUMIDOR E INVESTIGACION DE MERCADOS,1,Economía administración contaduría y afines
38543,ESPECIALISTA EN DIRECCIÓN FINANCIERA,2,Economía administración contaduría y afines
38544,ESPECIALISTA EN ECONOMÍA DE EMPRESA,1,Economía administración contaduría y afines
38545,ESPECIALISTA EN EVALUACION Y CONSTRUCCION DE INDICADORES DE GESTION PARA LA EDUCACION SUPERIOR,1,Ciencias de la educación
38546,ESPECIALISTA EN EVALUACION Y CONSTRUCCION DE INDICADORES  DE GESTION PARA LA EDUCACION SUPERIOR I,1,Ciencias de la educación
38547,ESPECIALISTA EN GERENCIA COMERCIAL Y MERCADEO,1,Economía administración contaduría y afines
38548,ESPECIALISTA EN GERENCIA DE EMPRESAS DE TURISMO Y OCIO,1,Economía administración contaduría y afines
