id_programa,nombre_programa,id_area,area_conocimiento_original
38549,ESPECIALISTA EN GERENCIA DE EMPRESAS SERVICIOS Y PRODUCTOS DE LA MÚSICA,1,Economía administración contaduría y afines
38550,ESPECIALISTA EN GERENCIA DE INVERSIONES,1,Economía administración contaduría y afines
38551,ESPECIALISTA EN GERENCIA DE MERCADEO,1,Economía administración contaduría y afines
38557,ESPECIALISTA EN GERENCIA DE PROCESOS DE CALIDAD E INNOVACION,1,Economía administración contaduría y afines
38558,ESPECIALISTA EN GERENCIA DE PROCESOS Y CALIDAD,1,Economía administración contaduría y afines
38559,ESPECIALISTA EN GERENCIA DE PROYECTOS,1,Economía administración contaduría y afines
38562,ESPECIALISTA EN GERENCIA DE PROYECTOS DE INGENIERIA,1,Economía administración contaduría y afines
38569,ESPECIALISTA EN GERENCIA DE RECURSOS HUMANOS,1,Economía administración contaduría y afines
38575,ESPECIALISTA EN GERENCIA DE RESPONSABILIDAD SOCIAL Y VALOR COMPARTIDO,1,Economía administración contaduría y afines
38576,ESPECIALISTA EN GERENCIA DE TECNOLOGIA,1,Economía administración contaduría y afines
38580,ESPECIALISTA EN GERENCIA DEL RIESGO Y DE LA PREVENCIÓN DE DESASTRES,1,Economía administración contaduría y afines
38581,ESPECIALISTA EN GERENCIA DEL SERVICIO,1,Economía administración contaduría y afines
38582,ESPECIALISTA EN GERENCIA ESTRATÉGICA DEL DISEÑO,1,Economía administración contaduría y afines
38583,ESPECIALISTA EN GERENCIA INFORMATICA,1,Ingeniería arquitectura urbanismo y afines
38587,ESPECIALISTA EN GERENCIA INTEGRAL DE LOS SISTEMAS DE LA CALIDAD LOS RIESGOS LABORALES Y EL MEDIO AMBIENTE,1,Economía administración contaduría y afines
38588,ESPECIALISTA EN GERENCIA LOGISTICA,1,Economía administración contaduría y afines
38589,ESPECIALISTA EN GERENCIA LOGÍSTICA,1,Economía administración contaduría y afines
38590,ESPECIALISTA EN GERENCIA Y AUDITORIA ENERGETICA EN LA EMPRESA,1,Economía administración contaduría y afines
38591,ESPECIALISTA EN GESTIÓN DE LA SEGURIDAD Y SALUD EN EL TRABAJO,19,Economía administración contaduría y afines
38593,ESPECIALISTA EN GESTION DE PORTAFOLIOS DE INVERSION Y VALORACION DE EMPRESAS,1,Economía administración contaduría y afines
38594,ESPECIALISTA EN GESTIÓN DE PORTAFOLIOS DE INVERSIÓN Y VALORACIÓN DE EMPRESAS,1,Economía administración contaduría y afines
38595,ESPECIALISTA EN GESTIÓN DE PROYECTOS MINEROS SOSTENIBLES,1,Economía administración contaduría y afines
38596,ESPECIALISTA EN GESTIÓN DE RESIDUOS SÓLIDOS,1,Ingeniería arquitectura urbanismo y afines
38597,ESPECIALISTA EN GESTIÓN DE SALUD PÚBLICA Y SEGURIDAD SOCIAL,18,Economía administración contaduría y afines
38598,ESPECIALISTA EN GESTION DE SALUD PUBLICA Y SEGURIDAD SOCIAL,1,Economía administración contaduría y afines
38599,ESPECIALISTA EN GESTIÓN DE SISTEMAS Y TECNOLOGÍAS DE LA INFORMACIÓN EN LA  EMPRESA,8,Economía administración contaduría y afines
38600,ESPECIALISTA EN GESTION DEL MEDIO AMBIENTE Y LOS RECURSOS NATURALES,1,Ingeniería arquitectura urbanismo y afines
38601,ESPECIALISTA EN GESTION HUMANA,1,Economía administración contaduría y afines
38604,ESPECIALISTA EN GOBIERNO Y GERENCIA PUBLICA,1,Economía administración contaduría y afines
38605,ESPECIALISTA EN INTELIGENCIA COMERCIAL Y DE MERCADEO,3,Economía administración contaduría y afines
38609,ESPECIALISTA EN PREVENCION DE RIESGOS PROFESIONALES EN LA EMPRESA,14,Ingeniería arquitectura urbanismo y afines
38610,PROFESIONAL EN ESTUDIOS Y GESTION CULTURAL,1,Economía administración contaduría y afines
38611,PROFESIONAL EN ESTUDIOS Y GESTIÓN CULTURAL,20,Ciencias sociales y humanas
38612,PROFESIONAL EN HISTORIA Y GESTIÓN POLÍTICA,1,Ciencias sociales y humanas
38613,INGENIERO AMBIENTAL,24,Ingeniería arquitectura urbanismo y afines
38614,INGENIERO DE PRODUCCION,11,Ingeniería arquitectura urbanismo y afines
38615,INGENIERO DE PRODUCCIÓN,1,Ingeniería arquitectura urbanismo y afines
38616,INGENIERO (A) DE SISTEMAS,8,Ingeniería arquitectura urbanismo y afines
38617,INGENIERO DE SISTEMAS,8,Ingeniería arquitectura urbanismo y afines
38618,INGENIERO EN ENERGÍAS,1,Ingeniería arquitectura urbanismo y afines
38619,INGENIERO INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38620,INGENIERO(A) INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38621,INGENIERO EN MECATRÓNICA,1,Ingeniería arquitectura urbanismo y afines
38622,INGENIERO QUÍMICO,1,Ingeniería arquitectura urbanismo y afines
38623,PROFESIONAL EN LENGUAS MODERNAS,28,Ciencias sociales y humanas
38625,MAGÍSTER EN ADMINISTRACIÓN DE EMPRESAS DE SALUD - MBA EN SALUD,1,Economía administración contaduría y afines
38626,MAGÍSTER EN ADMINISTRACIÓN DE EMPRESAS DE SALUD,1,Economía administración contaduría y afines
38628,MAGÍSTER EN ADMINISTRACIÓN DE EMPRESAS MBA,1,Economía administración contaduría y afines
38629,MAGISTER EN ADMINISTRACIÓN DE EMPRESAS MBA,1,Economía administración contaduría y afines
38630,MAGISTER EN COMUNICACIÓN ESTRATEGICA,1,Ciencias sociales y humanas
38631,MAGÍSTER EN CREACIÓN Y DIRECCIÓN DE EMPRESAS,1,Economía administración contaduría y afines
38633,MAGÍSTER EN GERENCIA DE LA CADENA DE ABASTECIMIENTO,1,Economía administración contaduría y afines
38634,MAGISTER EN GERENCIA DE PROYECTOS,1,Ingeniería arquitectura urbanismo y afines
38635,MAGÍSTER EN GERENCIA DE PROYECTOS,1,Ingeniería arquitectura urbanismo y afines
38637,MAGÍSTER EN GERENCIA DE SISTEMAS DE INFORMACIÓN Y PROYECTOS TECNOLÓGICOS,1,Economía administración contaduría y afines
38638,MAGÍSTER EN GERENCIA ESTRATÉGICA DEL DISEÑO,1,Economía administración contaduría y afines
38639,MAGÍSTER EN GESTIÓN DE LA CULTURA,20,Economía administración contaduría y afines
38640,MAGÍSTER EN GESTIÓN DE LA EDUCACIÓN VIRTUAL,1,Economía administración contaduría y afines
38641,MAGÍSTER EN GESTIÓN DE LA INDUSTRIA MINERO ENERGÉTICA,1,Economía administración contaduría y afines
38642,MAGÍSTER EN GESTIÓN DE ORGANIZACIONES,1,Economía administración contaduría y afines
38645,MAGISTER EN GESTION DE ORGANIZACIONES,1,Economía administración contaduría y afines
38647,MAGISTER EN GESTIÓN DE ORGANIZACIONES,1,Economía administración contaduría y afines
38648,MAGÍSTER EN GESTIÓN DE PROYECTOS,1,Economía administración contaduría y afines
38651,MAGISTER EN GESTIÓN DE PROYECTOS,1,Economía administración contaduría y afines
38652,MAGISTER EN GESTIÓN FINANCIERA,2,Economía administración contaduría y afines
38653,MAGÍSTER EN INGENIERÍA DE PROCESOS,11,Ingeniería arquitectura urbanismo y afines
38654,MAGÍSTER EN INNOVACIÓN,1,Economía administración contaduría y afines
38656,MAGISTER EN INTELIGENCIA DE NEGOCIOS,29,Economía administración contaduría y afines
38657,MAGÍSTER EN MERCADEO DIGITAL,3,Economía administración contaduría y afines
38658,MAGÍSTER EN MERCADEO GLOBAL,3,Economía administración contaduría y afines
38659,MAGISTER EN NEGOCIOS INTERNACIONALES,29,Economía administración contaduría y afines
38660,MAGÍSTER EN PROYECTOS DE DESARROLLO SOSTENIBLE,8,Economía administración contaduría y afines
38661,MAGISTER EN TRADUCCION ECONOMICA FINANCIERA Y DE NEGOCIOS INTERNACIONALES,2,Ciencias sociales y humanas
38662,PROFESIONAL EN MARKETING,3,Economía administración contaduría y afines
38663,PROFESIONAL EN MERCADEO,3,Economía administración contaduría y afines
38664,PROFESIONAL EN MERCADEO Y ESTRATEGIA COMERCIAL,3,Economía administración contaduría y afines
38665,PROFESIONAL EN NEGOCIOS INTERNACIONALES,29,Economía administración contaduría y afines
38667,PSICÓLOGO,1,Ciencias sociales y humanas
38668,TECNICO PROFESIONAL EN ADMINISTRACION DE EMPRESAS AGROINDUSTRIALES,1,Economía administración contaduría y afines
38674,DOCTOR EN INGENIERÍA,1,Ingeniería arquitectura urbanismo y afines
38675,ECONOMISTA,1,Economía administración contaduría y afines
38676,ESPECIALISTA EN BIG DATA E INTELIGENCIA DE NEGOCIOS,29,Ingeniería arquitectura urbanismo y afines
38677,ESPECIALISTA EN ENERGÍAS ALTERNATIVAS,1,Ingeniería arquitectura urbanismo y afines
38678,ESPECIALISTA EN ESTADÍSTICA APLICADA,1,Matemáticas y ciencias naturales
38679,ESPECIALISTA EN FINANZAS CORPORATIVAS,1,Economía administración contaduría y afines
38681,ESPECIALISTA EN GERENCIA DE EMPRESAS DE INGENIERIA,1,Economía administración contaduría y afines
38683,ESPECIALISTA EN GERENCIA DE LA PRODUCCION Y EL SERVICIO,1,Economía administración contaduría y afines
38687,ESPECIALISTA EN GERENCIA DE LA PRODUCCIÓN Y EL SERVICIO,1,Economía administración contaduría y afines
38688,ESPECIALISTA EN GERENCIA DE MERCADOS GLOBALES,1,Economía administración contaduría y afines
38689,ESPECIALISTA EN GERENCIA DE PROYECTOS,1,Economía administración contaduría y afines
38690,ESPECIALISTA EN GERENCIA ESTRATÉGICA DE ABASTECIMIENTO,1,Economía administración contaduría y afines
38691,ESPECIALISTA EN GESTION DE PROCESOS URBANOS,1,Ingeniería arquitectura urbanismo y afines
38692,ESPECIALISTA EN GESTI¿N Y PROCESOS URBANOS,11,Ingeniería arquitectura urbanismo y afines
38693,ESPECIALISTA EN INFRAESTRUCTURA VERDE,1,Ingeniería arquitectura urbanismo y afines
38694,ESPECIALISTA EN INTELIGENCIA ARTIFICIAL,1,Ingeniería arquitectura urbanismo y afines
38695,INGENIERO MECÁNICO,1,Ingeniería arquitectura urbanismo y afines
38696,ESPECIALISTA EN INTERNET DE LAS COSAS,1,Ingeniería arquitectura urbanismo y afines
38697,ESPECIALISTA EN NEGOCIOS AMBIENTALES,24,Ingeniería arquitectura urbanismo y afines
38698,ESPECIALISTA EN PROYECTOS DE ENERGÍA,1,Ingeniería arquitectura urbanismo y afines
38699,ESPECIALISTA EN RECUPERACION DE SUELOS,1,Ingeniería arquitectura urbanismo y afines
38700,FÍSICO,1,Matemáticas y ciencias naturales
38701,INGENIERO ADMINISTRADOR,1,Ingeniería arquitectura urbanismo y afines
38702,INGENIERO AMBIENTAL,24,Ingeniería arquitectura urbanismo y afines
38703,INGENIERO BIOMEDICO,1,Ingeniería arquitectura urbanismo y afines
38704,INGENIERO BIOTECNOLÓGICO,1,Ingeniería arquitectura urbanismo y afines
38705,INGENIERO CIVIL,10,Ingeniería arquitectura urbanismo y afines
38706,INGENIERO DE SISTEMAS Y COMPUTACIÓN,8,Ingeniería arquitectura urbanismo y afines
38707,INGENIERO ENERGETICO,1,Ingeniería arquitectura urbanismo y afines
38708,INGENIERO FINANCIERO,2,Ingeniería arquitectura urbanismo y afines
38709,INGENIERO GEOLOGO,1,Ingeniería arquitectura urbanismo y afines
38710,INGENIERO GEÓLOGO,1,Ingeniería arquitectura urbanismo y afines
38712,INGENIERO INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38713,INGENIERO EN INFORMATICA,8,Ingeniería arquitectura urbanismo y afines
38714,INGENIERO MECATRONICO,1,Ingeniería arquitectura urbanismo y afines
38715,MAGISTER EN ADMINISTRACIÓN,1,Sin clasificar
38716,MAGÍSTER EN FINANZAS.,1,Sin clasificar
38717,MAGISTER EN INGENIERÍA,1,Ingeniería arquitectura urbanismo y afines
38718,MAGISTER EN INGENIERÍA BIOMÉDICA,1,Ingeniería arquitectura urbanismo y afines
38719,MAGISTER EN INGENIERÍA INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38720,MAGISTER EN MERCADEO,3,Economía administración contaduría y afines
38721,MÉDICO,13,Ciencias de la salud
38722,ADMINISTRADOR DE EMPRESAS,1,Economía administración contaduría y afines
38723,CONTADOR PUBLICO,1,Economía administración contaduría y afines
38724,LICENCIADO EN EDUCACION MUSICAL,16,Ciencias de la educación
38725,ENFERMERO(A),13,Ciencias de la salud
38726,ESPECIALISTA EN ADMINISTRACION EDUCATIVA,1,Economía administración contaduría y afines
38727,ESPECIALISTA EN DOCENCIA,1,Ciencias de la educación
38729,ESPECIALISTA EN GERENCIA DE ORGANIZACIONES CON ENFASIS EN LIDERAZGO Y SERVICIO,1,Economía administración contaduría y afines
38730,ESPECIALISTA EN GESTION DEL  EMPRENDIMIENTO,1,Economía administración contaduría y afines
38731,ESPECIALISTA EN  GESTIÓN  TRIBUTARIA,1,Economía administración contaduría y afines
38732,ESPECIALISTA EN MINISTERIO PASTORAL,1,Ciencias sociales y humanas
38733,INGENIERIO DE SISTEMAS,8,Ingeniería arquitectura urbanismo y afines
38734,INGENIERO INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38735,LICENCIADO EN BASICA CON ENFASIS EN EDUCACION FISICA RECREACION Y DEPORTES,16,Ciencias de la educación
38736,LICENCIADO EN BASICA CON ENFASIS EN HUMANISTICA LENGUA CASTELLANA E IDIOMAS EXTRANJEROS.,28,Ciencias de la educación
38737,LICENCIADO EN BASICA CON ENFASIS EN MATEMATICAS,1,Ciencias de la educación
38738,LICENCIADO EN BASICA ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,16,Ciencias de la educación
38739,LICENCIADO EN BASICA CON ENFASIS EN CIENCIAS SOCIALES HISTORIA GEOGRAFIA CONSTITUCION POLITICA Y,18,Ciencias de la educación
38740,LICENCIADO EN BIOLOGIA,1,Ciencias de la educación
38741,LICENCIADO EN EDUCACIÓN BÁSICA CON ÉNFAIS EN HUMANIDADES: ESPAÑOL E INGLÉS,1,Ciencias de la educación
38742,LICENCIADO EN EDUCACION BASICA CON ENFAIS EN HUMANIDADES: LENGUA CASTELLANA E IDIOMA EXTRANJERO:INGLES,16,Ciencias de la educación
38743,LICENCIADO(A) EN EDUCACIÓN BÁSICA CON ÉNFASIS EN MATEMÁTICAS,1,Ciencias de la educación
38744,LICENCIADO(A) EN EDUCACIÓN INFANTIL,17,Ciencias de la educación
38745,LICENCIADO(A) EN EDUCACIÓN RELIGIOSA,1,Ciencias de la educación
38746,LICENCIADO EN EDUCACION-TEOLOGIA,16,Ciencias de la educación
38747,LICENCIADO EN ESPAÑOL E INGLÉS,1,Ciencias de la educación
38748,LICENCIADO EN INFORMATICA,8,Ciencias de la educación
38749,LICENCIADO(A) EN MATEMÁTICAS,1,Ciencias de la educación
38750,LICENCIADO(A) EN MUSICA,21,Ciencias de la educación
38751,LICENCIADO(A) EN PREESCOLAR,17,Ciencias de la educación
38752,LICENCIADO EN PREESCOLAR MUSICAL,17,Ciencias de la educación
38753,LICENCIADO(A) EN TEOLOGIA,1,Ciencias de la educación
38754,MAGISTER EN EDUCACIÓN,1,Sin clasificar
38755,TECNÓLOGO EN ATENCIÓN PREHOSPITALARIA,13,Ciencias de la salud
38756,TECNOLOGO EN ATENCIÓN PREHOSPITALARIA,13,Ciencias de la salud
38757,TECNOLOGO EN ATENCION PREHOSPITALARIA DE URGENCIAS EMERGENCIAS Y DESASTRES,7,Ciencias de la salud
38758,TECNOLOGO EN GESTION EMPRESARIAL,1,Economía administración contaduría y afines
38759,TECNOLOGO EN GESTION INFORMATICA,1,Ingeniería arquitectura urbanismo y afines
38761,TECNOLOGO EN MERCADEO,3,Economía administración contaduría y afines
38762,TECNOLOGO EN MERCADEO Y VENTAS,3,Economía administración contaduría y afines
38763,TECNOLOGO EN MERCADEO YVENTAS,3,Economía administración contaduría y afines
38764,TECNOLOGO EN SISTEMAS,8,Ingeniería arquitectura urbanismo y afines
38765,TEOLOGO,1,Ciencias sociales y humanas
38766,ADMINISTRADOR DE EMPRESAS AGROPECUARIAS,1,Economía administración contaduría y afines
38767,ADMINISTRADOR DE EMPRESAS COOPERATIVAS,1,Economía administración contaduría y afines
38768,ADMINISTRADOR TURISTICA Y DEL PATRIMONIO,1,Economía administración contaduría y afines
38769,ADMINISTRADOR Y PLANIFICADOR EN PROYECTOS ECOTURISTICOS,1,Economía administración contaduría y afines
38770,PROFESIONAL EN AGROINDUSTRIA,1,Ingeniería arquitectura urbanismo y afines
38771,AGRONOMO,1,Agronomía veterinaria y afines
38772,BIÓLOGO,1,Matemáticas y ciencias naturales
38773,ESPECIALISTA EN GESTION  Y PRODUCCION ACUÍCOLA,1,Economía administración contaduría y afines
38774,ESPECIALISTA EN GESTION  Y PRODUCCION PISCICOLA,1,Economía administración contaduría y afines
38776,ESPECIALISTA EN AGROECOLOGIA TROPICAL ANDINA,24,Agronomía veterinaria y afines
38777,ESPECIALISTA EN CONTROL BIOLÓGICO,12,Matemáticas y ciencias naturales
38778,ESPECIALISTA EN  INFORMÁTICA FORENSE,1,Ingeniería arquitectura urbanismo y afines
38779,ESPECIALISTA EN INVESTIGACION AGROPECUARIA,1,Agronomía veterinaria y afines
38780,ESPECIALISTA EN PEDAGOGIA DESDE Y PARA EL TERRITORIO,16,Ciencias de la educación
38781,INGENIERO AGRÓNOMO,1,Agronomía veterinaria y afines
38782,INGENIERO DE SISTEMAS,8,Ingeniería arquitectura urbanismo y afines
38783,LICENCIADO EN EDUCACION PREESCOLAR,16,Ciencias de la educación
38784,MEDICO VETERINARIO,1,Agronomía veterinaria y afines
38786,TECNICO PROFESIONAL EN COMPUTACION,8,Ingeniería arquitectura urbanismo y afines
38787,TECNOLOGO EN ADMINISTRACION DE EMPRESAS AGROPECUARIAS,1,Economía administración contaduría y afines
38804,TECNOLOGO EN ADMINISTRACION DE EMPRESAS COOPERATIVAS,1,Economía administración contaduría y afines
38807,MEDICO,13,Ciencias de la salud
38808,TECNOLOGO EN ADMINISTRACION TURISTICA Y DEL PATRIMONIO,1,Economía administración contaduría y afines
38810,TECNOLOGO EN AGROINDUSTRIA,1,Agronomía veterinaria y afines
38813,TECNOLOGO EN COMPUTACION,8,Ingeniería arquitectura urbanismo y afines
38814,TECNOLOGO EN SISTEMAS COMPUTACIONALES,8,Ingeniería arquitectura urbanismo y afines
38817,TECNOLOGO EN DESARROLLO DE SISTEMAS INFORMÁTICOS,8,Ingeniería arquitectura urbanismo y afines
38818,TECNOLOGO EN GESTION AGROPECUARIA,1,Economía administración contaduría y afines
38819,TECNOLOGO EN GESTION Y OPERACION ECOTURISTICA,1,Economía administración contaduría y afines
38821,TECNOLOGO EN MERCADEO AGROPECUARIO,3,Economía administración contaduría y afines
38822,TECNOLOGO EN PRODUCCION AGRICOLA,11,Agronomía veterinaria y afines
38826,TECNOLOGO EN PRODUCCION ANIMAL,11,Agronomía veterinaria y afines
38830,ZOOTECNISTA,1,Agronomía veterinaria y afines
38831,ADMINISTRADOR,1,Economía administración contaduría y afines
38832,ADMINISTRADOR DE EMPRESAS AGROPECUARIAS,1,Economía administración contaduría y afines
38833,BIOLOGO,1,Matemáticas y ciencias naturales
38834,COMUNICADOR PERIODISTA,1,Ciencias sociales y humanas
38835,CONTADOR PUBLICO,1,Economía administración contaduría y afines
38836,ABOGADO,1,Ciencias sociales y humanas
38837,ESPECIALISTA EN ALIMENTACIÓN Y NUTRICIÓN,13,Ciencias de la salud
38838,ESPECIALISTA EN BIOTECNOLOGÍA DE LA REPRODUCCIÓN EN GRANDES ESPECIES ANIMALES,1,Agronomía veterinaria y afines
38839,ESPECIALISTA EN EDUCACION:DESARROLLO DE HABILIDADES DE PENSAMIENTO Y JUICIO CRITICO,8,Ciencias de la educación
38840,ESPECIALISTA EN EMPAQUES PARA ALIMENTOS,5,Ingeniería arquitectura urbanismo y afines
38842,ARQUITECTO,1,Ingeniería arquitectura urbanismo y afines
38843,ESPECIALIZACION EN ETICA,1,Ciencias sociales y humanas
38844,ESPECIALISTA EN GERENCIA AGROPECUARIA,1,Economía administración contaduría y afines
38846,ESPECIALISTA EN GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS Y PELIGROSOS,1,Ingeniería arquitectura urbanismo y afines
38847,ESPECIALISTA EN LOGISTICA DE POST-COSECHA DE VEGETALES,25,Ingeniería arquitectura urbanismo y afines
38848,ESPECIALISTA EN MERCADEO AGROPECUARIO,3,Economía administración contaduría y afines
38849,ESPECIALISTA EN PSICOLOGÍA EDUCATIVA,1,Ciencias sociales y humanas
38850,INDUSTRIAL PECUARIAS,11,Agronomía veterinaria y afines
38851,INGENIERO AMBIENTAL,24,Ingeniería arquitectura urbanismo y afines
38853,INGENIERO DE ALIMENTOS,5,Ingeniería arquitectura urbanismo y afines
38854,INGENIERIO INDUSTRIAL,11,Ingeniería arquitectura urbanismo y afines
38855,INGENIERO INDUSTRIAL,11,Sin clasificar
38856,INGENIERO EN INFORMATICA,8,Ingeniería arquitectura urbanismo y afines
38857,LICENCIADO(A) EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES  Y EDUCACION AMBIENTAL,16,Ciencias de la educación
38858,LICENCIADO(A) EN EDUCACION BASICA CON ENFASIS EN ETICA VALORES HUMANOS Y EDUCACION RELIGIOSA,16,Ciencias de la educación
38859,LICENCIADO EN EDUCACIÓN BÁSICA PRIMARIA CON ÉNFASIS EN INGLÉS Y EN FRANCÉS,1,Ciencias de la educación
38860,LICENCIADO EN EDUCACION INFANTIL,16,Ciencias de la educación
38861,LICENCIADO EN  EDUCACIÓN INFANTIL,17,Ciencias de la educación
38862,LICENCIADO EN EDUCACIÓN RELIGIOSA,1,Ciencias de la educación
38863,LICENCIATURA EN ETICA Y FORMACION RELIGIOSA,1,Ciencias de la educación
38864,LICENCIADO EN PEDAGOGIA Y DIDACTICA DE LA EDUCACION FISICA RECREACION Y DEPORTE,16,Ciencias de la educación
38865,LICENCIADO EN PEDAGOGIA Y DIDACTICA DE LA TECNOLOGIA E INFORMATICA,8,Ciencias de la educación
38866,LICENCIADO EN PEDAGOGIA Y DIDACTICA DE LAS CIENCIAS NATURALES Y MEDIO AMBIENTE,16,Ciencias de la educación
38867,LICENCIADO EN PEDAGOGIA Y DIDACTICA DE LAS CIENCIAS SOCIALES Y ARTES,16,Ciencias de la educación
