id_programa,nombre_programa
3120,TECNICO LABORAL EN SERVICIO PARA AEROLINEAS Y AGENTE DE VIAJES
3121,TECNICO LABORAL EN SERVICIOS AL HUESPED CON ENFASIS EN HOTELERIA
3122,TECNICO LABORAL EN SERVICIOS BANCARIOS Y FINANCIEROS
3123,TECNICO LABORAL EN SERVICIOS CONTABLES Y FINANCIEROS
3124,TECNICO LABORAL EN SERVICIOS DE ARCHIVOS Y REGISTROS
3125,TECNICO LABORAL EN SERVICIOS DE MESA Y BAR
3126,TECNICO LABORAL EN SERVICIOS DE PELUQUERIA
3127,TECNICO LABORAL EN SERVICIOS DE PELUQUERIA Y CUIDADO ESTETICO DE MANOS Y PIES
3128,TECNICO LABORAL EN SERVICIOS DE TELECOMUNICACIONES
3129,TECNICO LABORAL EN SERVICIOS DE VIAJE Y HOTELERIA
3130,TECNICO LABORAL EN SERVICIOS FARMACEUTICOS
3131,TECNICO LABORAL EN SERVICIOS HOTELEROS Y GASTRONOMICOS
3132,TECNICO LABORAL EN SERVICIOS HOTELEROS Y TURISTICOS
3133,TECNICO LABORAL EN SERVICIOS JURIDICOS
3134,TECNICO LABORAL EN SERVICIOS PENITENCIARIOS
3135,TECNICO LABORAL EN SISTEMATIZACION DE DATOS Y MANTENIMIENTO DE COMPUTADORES
3136,TECNICO LABORAL EN SOLDADURA
3137,TECNICO LABORAL EN SOLDADURA DE PLATINAS CON LOS PROCESOS SMAW Y MIG MAG
3138,TECNICO LABORAL EN SOLDADURA POR ARCO ELECTRICO Y OXICOMBUSTIBLE
3139,TECNICO LABORAL EN SOPORTE DE APLICACIONES INFORMATICAS
3140,TECNICO LABORAL EN TALLA DE PIEDRAS
3141,TECNICO LABORAL EN TELECOMUNICACIONES
3142,TECNICO LABORAL EN TRANSFORMACION DE PRODUCTOS PLASTICOS POR SOPLADO
3143,"TECNICO LABORAL EN TRAZO, CORTE Y CONFECCION"
3144,TECNICO LABORAL EN TRIPULANTE CABINA DE PASAJEROS TCP
3145,"TECNICO LABORAL EN TRÁNSITO, TRANSPORTE Y SEGURIDAD VIAL"
3146,TECNICO LABORAL EN TURISMO Y RECREACION
3147,TECNICO LABORAL EN TÉCNICAS MANUALES
3148,TECNICO LABORAL EN VENTA DE PRODUCTOS Y SERVICIOS
3149,TECNICO LABORAL EN VENTAS DE SERVICIOS DE HOTELERIA Y PAQUETES TURISTICOS
3150,"TECNICO LABORAL EN VENTAS, MERCADEO Y PUBLICIDAD"
3151,TECNICO LABORAL EN: EN SEGURIDAD OCUPACIONAL
3152,TECNICO LABORAL ESTILISTA INTEGRAL
3153,TECNICO LABORAL FORJA ORNAMENTAL
3154,TECNICO LABORAL FORMACION EN EL OFICIO DE LA MADERA
3155,TECNICO LABORAL FORMACION EN EL OFICIO DE LA ORFEBRERIA
3156,TECNICO LABORAL FORMACION EN EL OFICIO DEL BORDADO
3157,TECNICO LABORAL GESTION DOCUMENTAL Y ARCHIVO
3158,TECNICO LABORAL HOTELERIA Y TURISMO
3159,TECNICO LABORAL IMPRESION SERIGRAFICA
3160,TECNICO LABORAL INVESTIGACION JUDIACIAL
3161,TECNICO LABORAL JOYERIA
3162,TECNICO LABORAL MANTENIMIENTO DE EQUIPOS DE COMPUTO
3163,TECNICO LABORAL MANTENIMIENTO DE MOTORES DIESEL
3164,TECNICO LABORAL MANTENIMIENTO HARDWARE
3165,TECNICO LABORAL MECANICA DIESEL
3166,TECNICO LABORAL MECÁNICA AUTOMOTRIZ
3167,TECNICO LABORAL MERCADEO Y CAJA REGISTRADORA
3168,TECNICO LABORAL MERCADEO Y DISEÑO DE MODA
3169,TECNICO LABORAL MERCADERISTA
3170,TECNICO LABORAL OPERACION DE MAQUINAS DE CONFECCION INDUSTRIAL
3171,TECNICO LABORAL OPERACION DE MECANIZADO POR ARRANQUE DE VIRUTA
3172,TECNICO LABORAL OPERACIONES DE CONTAC CENTER PARA BPO
3173,TECNICO LABORAL OPERADOR CENTRO DE COMPUTO
3174,TECNICO LABORAL OPERADOR DE COMPUTADORES
3175,TECNICO LABORAL OPERADOR DE SISTEMAS DE PROCESAMIENTO DE IMAGEN
3176,TECNICO LABORAL PANADERIA Y PASTELERIA
3177,TECNICO LABORAL PELUQUERIA
3178,TECNICO LABORAL PELUQUERIA ESTILISTA
3179,TECNICO LABORAL PELUQUERO O COLORISTA
3180,TECNICO LABORAL PO }R COMPETENCIAS EN: AYUDANTE DE COCINA Y CAFETERIA
3181,TECNICO LABORAL POR COMPENTECIAS EN CONTABILIDAD
3182,TECNICO LABORAL POR COMPETENCIA EN AGENCIA DE VIAJES
3183,TECNICO LABORAL POR COMPETENCIA EN ASISTENTE ADMINISTRATIVO
3184,TECNICO LABORAL POR COMPETENCIA EN AUXILIAR ADMINISTRATIVO EN SALUD
3185,TECNICO LABORAL POR COMPETENCIA EN AUXILIAR ADUANERO
3186,TECNICO LABORAL POR COMPETENCIA EN AUXILIAR BANCARIOS Y SERVICIOS FINANCIEROS
3187,TECNICO LABORAL POR COMPETENCIA EN AUXILIAR EN ENFERMERIA
3188,TECNICO LABORAL POR COMPETENCIA EN AUXILIAR EN SALUD ORAL
3189,TECNICO LABORAL POR COMPETENCIA EN AUXILIAR EN SALUD PUBLICA
3190,TECNICO LABORAL POR COMPETENCIA EN AUXILIAR EN SERVICIOS FARMACEUTICOS
3191,TECNICO LABORAL POR COMPETENCIA EN AUXILIAR EN SOPORTE DE SISTEMAS E INFORMATICA
3192,TECNICO LABORAL POR COMPETENCIA EN BELLEZA Y PELUQUERIA
3193,TECNICO LABORAL POR COMPETENCIA EN CONTABILIDAD Y FINANZAS
3194,TECNICO LABORAL POR COMPETENCIA EN DESARROLLO DE SOFTWARE
3195,TECNICO LABORAL POR COMPETENCIA EN ELECTRICIDAD Y ELECTRONICA
3196,TECNICO LABORAL POR COMPETENCIA EN ENSAMBLE Y MANTENIMIENTO DE HARDWARE PARA COMPUTADORES
3197,TECNICO LABORAL POR COMPETENCIA EN GERENTE DE VENTAS MERCADEO Y PUBLICIDAD
3198,TECNICO LABORAL POR COMPETENCIA EN INVESTIGACION JUDICIAL
3199,TECNICO LABORAL POR COMPETENCIA EN MERCADEO Y VENTAS
3200,TECNICO LABORAL POR COMPETENCIA EN PELUQUERIA
3201,TECNICO LABORAL POR COMPETENCIA EN S EN MANTENIMIENTO DE EQUIPOS ELECTRONICOS Y DE COMPUTO
3202,TECNICO LABORAL POR COMPETENCIA EN SECRETARIADO EJECUTIVO
3203,TECNICO LABORAL POR COMPETENCIA EN SECRETARIADO MEDICO HOSPITALARIO
3204,TECNICO LABORAL POR COMPETENCIA EN SEGURIDAD OCUPACIONAL
3205,TECNICO LABORAL POR COMPETENCIA EN SISTEMAS INFORMATICOS
3206,TECNICO LABORAL POR COMPETENCIAS
3207,TECNICO LABORAL POR COMPETENCIAS  EN AGENTE DE VENTAS Y PUBLICIDAD
3208,TECNICO LABORAL POR COMPETENCIAS  EN AGENTES DE ADUANAS
3209,TECNICO LABORAL POR COMPETENCIAS  EN ARTE GRAFICO
3210,TECNICO LABORAL POR COMPETENCIAS  EN ASISTENTE CONTABLE Y FINANCIERO
3211,TECNICO LABORAL POR COMPETENCIAS  EN ASISTENTE EN DISEÑO GRAFICO
3212,TECNICO LABORAL POR COMPETENCIAS  EN ASISTENTE EN MERCADEO Y VENTAS
3213,TECNICO LABORAL POR COMPETENCIAS  EN COSMETOLOGIA  Y ESTETICA INTEGRAL
3214,TECNICO LABORAL POR COMPETENCIAS  EN ELECTRICIDAD Y ELECTRONICA
3215,TECNICO LABORAL POR COMPETENCIAS  EN INFORMATICA Y MANTENIMIENTO DE COMPUTADORES
3216,TECNICO LABORAL POR COMPETENCIAS  EN SECRETARIADO EJECUTIVO
3217,TECNICO LABORAL POR COMPETENCIAS ASISTENTE ADMINISTRATIVO
3218,TECNICO LABORAL POR COMPETENCIAS ASISTENTE CONTABLE
3219,TECNICO LABORAL POR COMPETENCIAS AUXILIAR ADMINISTRATIVO
3220,TECNICO LABORAL POR COMPETENCIAS AUXILIAR EN MECANICA DENTAL
3221,TECNICO LABORAL POR COMPETENCIAS COMO  ESTILISTA INTEGRAL
3222,TECNICO LABORAL POR COMPETENCIAS COMO ASISTENTE EN ADMNISTRACION AGROPECUARIA
3223,TECNICO LABORAL POR COMPETENCIAS COMO ASISTENTE EN INVESTIGACION JUDICIAL
3224,TECNICO LABORAL POR COMPETENCIAS COMO ASISTENTE EN SALUD AMBIENTAL Y OCUPACIONAL
3225,TECNICO LABORAL POR COMPETENCIAS COMO ASISTENTE EN VETERINARIA Y PRODUCCION ANIMAL
3226,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR ADMINISTRATIVO DE SERVICIOS GASTRONOMICOS
3227,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR ADMINISTRATIVO EN SALUD
3228,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR DE CONFECCION DE PRENDAS DE VESTIR TEJIDAS A MAQUINA
3229,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR DE CORTE Y CONFECCION DE PRENDAS DE VESTIR
3230,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR DE MAQUINAS Y HERRAMIENTAS CON CONOCIMIENTOS EN APLICACION DE SOLDADURA ELECTRICA Y AUTOGENA
3231,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR EBANISTA ARMADOR DE MUEBLES
3232,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR EN ENFERMERIA
3233,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR EN SALUD ORAL
3234,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR EN SALUD PUBLICA
3235,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR EN SERVICIOS FARMACEUTICOS
3236,TECNICO LABORAL POR COMPETENCIAS COMO EBANISTA ARMADOR DE MUEBLES
3237,TECNICO LABORAL POR COMPETENCIAS COMO GUIA DE VIAJES Y TURISMO
3238,TECNICO LABORAL POR COMPETENCIAS CUIDADO ESTETICO DE MANOS Y PIES
3239,TECNICO LABORAL POR COMPETENCIAS DE SISTEMAS
3240,TECNICO LABORAL POR COMPETENCIAS EEN MERCADEO Y PUNTO DE VENTA
3241,TECNICO LABORAL POR COMPETENCIAS EN  ASISTENTE CONTABLE Y FINANCIERO
3242,"TECNICO LABORAL POR COMPETENCIAS EN  CONFECCION, PATRONAJE Y DISEÑO"
3243,TECNICO LABORAL POR COMPETENCIAS EN  OPERADOR DE MAQUINARIA DE EQUIPO PESADO
3244,TECNICO LABORAL POR COMPETENCIAS EN ABASTECIMIENTOS AERONAUTICOS
3245,TECNICO LABORAL POR COMPETENCIAS EN ACABADO DE PRODUCTOS ARTESANALES
3246,TECNICO LABORAL POR COMPETENCIAS EN ADMINISTRACION
3247,TECNICO LABORAL POR COMPETENCIAS EN ADMINISTRACION AGROPECUARIA
3248,TECNICO LABORAL POR COMPETENCIAS EN ADMINISTRACION DE EMPRESAS AGROPECUARIAS
3249,TECNICO LABORAL POR COMPETENCIAS EN ADMINISTRACION DE SISTEMAS
3250,TECNICO LABORAL POR COMPETENCIAS EN ADMINISTRACION DE SISTEMAS INFORMATICOS
3251,TECNICO LABORAL POR COMPETENCIAS EN ADMINISTRACION EMPRESARIAL
3252,TECNICO LABORAL POR COMPETENCIAS EN ADMINISTRACION Y FINANZAS
3253,TECNICO LABORAL POR COMPETENCIAS EN ADMINISTRACION Y GERENCIA
3254,TECNICO LABORAL POR COMPETENCIAS EN ADMINISTRACION Y MERCADEO
3255,TECNICO LABORAL POR COMPETENCIAS EN AGENTE DE VIAJES Y TURISMO
3256,TECNICO LABORAL POR COMPETENCIAS EN AGRICULTURA Y ADMINISTRACIÓN AGROPECUARIA
3257,TECNICO LABORAL POR COMPETENCIAS EN ANALISIS DE SISTEMAS INFORMATICOS
3258,TECNICO LABORAL POR COMPETENCIAS EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION
3259,TECNICO LABORAL POR COMPETENCIAS EN ANALISIS Y PROGRAMACION DE COMPUTADORES
3260,TECNICO LABORAL POR COMPETENCIAS EN ANALISIS Y PROGRAMACION DE SISTEMAS
3261,TECNICO LABORAL POR COMPETENCIAS EN ANALISIS Y PROGRAMACION EN SISTEMAS
3262,TECNICO LABORAL POR COMPETENCIAS EN ANALISIS Y SISTEMAS DE INFORMACIÒN
3263,TECNICO LABORAL POR COMPETENCIAS EN ANALISTA DE EQUIPOS MECATRÓNICOS
3264,TECNICO LABORAL POR COMPETENCIAS EN ANIMACION 3D Y VIDEO DIGITAL
3265,TECNICO LABORAL POR COMPETENCIAS EN ARTE GRAFICO DIGITAL
3266,TECNICO LABORAL POR COMPETENCIAS EN ASESORIA INTEGRAL DE IMAGEN
3267,TECNICO LABORAL POR COMPETENCIAS EN ASISTENCIA CONTABLE
3268,TECNICO LABORAL POR COMPETENCIAS EN ASISTENCIA CONTABLE Y FINANCIERA
3269,TECNICO LABORAL POR COMPETENCIAS EN ASISTENCIA DE POZOS DE PETROLEO Y GAS
3270,TECNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EMPRESARIAL Y COMERCIAL
3271,TECNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN ADMINISTRACION EMPRESARIAL
3272,TECNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN OFIMATICA
3273,TECNICO LABORAL POR COMPETENCIAS EN ASISTENCIA Y SOPORTE DE TECNOLOGÍAS DE LA INFORMACIÓN
3274,TECNICO LABORAL POR COMPETENCIAS EN ASISTENTE  ADMNISTRATIVO
3275,TECNICO LABORAL POR COMPETENCIAS EN ASISTENTE ADMINISTRATIVO
3276,TECNICO LABORAL POR COMPETENCIAS EN ASISTENTE ADMINISTRATIVO BILINGUE
3277,TECNICO LABORAL POR COMPETENCIAS EN ASISTENTE ADMNISTRATIVO Y CONTABLE
3278,TECNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN ANÁLISIS Y PROGRAMACIÓN DE COMPUTADORAS
3279,TECNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN EDUCACIÓN PREESCOLAR
3280,TECNICO LABORAL POR COMPETENCIAS EN ASISTENTE SEGURIDAD OCUPACIONAL
3281,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRATIVO
3282,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRATIVO EN SALUD
3283,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ADUANA
3284,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ADUANAS
3285,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE CAMPO EN LA INDUSTRIA DEL PETROLEO
3286,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE DISEÑO GRAFICO
3287,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE MANTENIMIENDO DE MOTORES DIESEL
3288,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE MANTENIMIENTO TECNICO Y SOPORTE EN REDES Y MANTENIMIENTO DE COMPUTADORES
3289,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE MERCADEO
3290,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE MERCADEO Y VENTAS
3291,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE PROCESOS DE CONTROL AMBIENTAL
3292,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE RECURSOS HUMANOS
3293,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SISTEMAS DE INFORMACION
3294,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SISTEMAS DE PROCESAMIENTO DE IMAGEN
3295,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SOLDADURA
3296,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN  CUIDADO INFANTIL
3297,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN CONTABILIDAD Y FINANZAS
3298,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN DIGITACION
3299,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN DISEÑO GRAFICO
3300,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN DISEÑO GRAFICO DIGITAL
3301,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN EDUCACION INICIAL
3302,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN ENFERMERIA
3303,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN ENFERMERÍA
3304,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN INVESTIGACIÓN JUDICIAL
3305,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN MERCADEO Y VENTAS
3306,"TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN MODAS, CORTE Y CONFECCIÓN"
3307,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN NEFERMERIA
3308,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SALUD
3309,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SALUD ORAL
3310,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SALUD PUBLICA
3311,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SALUD PÚBLICA
3312,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SERVICIOS FARMACEUTICOS
3313,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SISTEMAS E INTERNET
3314,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR OPERADOR EN SISTEMAS INFORMATICOS
3315,TECNICO LABORAL POR COMPETENCIAS EN AYUDANTE DE ELECTRICIDAD
3316,TECNICO LABORAL POR COMPETENCIAS EN AYUDANTE DE MINERIA
3317,"TECNICO LABORAL POR COMPETENCIAS EN BANCA, SEGUROS Y OTROS SERVICIOS"
3318,TECNICO LABORAL POR COMPETENCIAS EN BELLEZA INTEGRAL
3319,TECNICO LABORAL POR COMPETENCIAS EN BELLEZA Y CUIDADO CAPILAR
3320,TECNICO LABORAL POR COMPETENCIAS EN BELLEZA Y ESTETICA INTEGRAL
3321,TECNICO LABORAL POR COMPETENCIAS EN BELLEZA Y PELUQUERIA
3322,TECNICO LABORAL POR COMPETENCIAS EN CARPINTERIA
3323,TECNICO LABORAL POR COMPETENCIAS EN CHEF
3324,TECNICO LABORAL POR COMPETENCIAS EN CIRCUITOS DE CONTROL EN AUTOMATISMO DE ELECTRICIDAD INDUSTRIAL
3325,TECNICO LABORAL POR COMPETENCIAS EN COCINA
3326,TECNICO LABORAL POR COMPETENCIAS EN CONFECCION DE PRENDAS DE VESTIR TEJIDAS A MAQUINA
3327,TECNICO LABORAL POR COMPETENCIAS EN CONTABILIDAD
3328,TECNICO LABORAL POR COMPETENCIAS EN CONTABILIDAD EMPRESARIAL
3329,TECNICO LABORAL POR COMPETENCIAS EN CONTABILIDAD SISTEMATIZADA
3330,TECNICO LABORAL POR COMPETENCIAS EN CONTABILIDAD Y FINANZAS
3331,TECNICO LABORAL POR COMPETENCIAS EN CORTE Y CONFECCION DE PRENDAS DE VESTIR.
3332,TECNICO LABORAL POR COMPETENCIAS EN CRIMINALISTICA
3333,TECNICO LABORAL POR COMPETENCIAS EN CUIDADO ESTETICO DE MANOS Y PIES
3334,TECNICO LABORAL POR COMPETENCIAS EN DESARROLLO DE SOFTWARE
3335,TECNICO LABORAL POR COMPETENCIAS EN DESARROLLO MULTIMEDIA Y MANTENIMIENTO DE COMPUTADORES
3336,TECNICO LABORAL POR COMPETENCIAS EN DIBUJO ARQUITECTONICO
3337,TECNICO LABORAL POR COMPETENCIAS EN DISEÑO DE MODAS Y CONFECCIONES SOBRE MEDIDAS
3338,TECNICO LABORAL POR COMPETENCIAS EN DISEÑO GRAFICO
3339,TECNICO LABORAL POR COMPETENCIAS EN DISEÑO GRAFICO Y DIBUJANTE ARTISTICO
3340,TECNICO LABORAL POR COMPETENCIAS EN DISEÑO PUBLICITARIO
3341,TECNICO LABORAL POR COMPETENCIAS EN DISEÑO Y COMUNICACION GRAFICA
3342,TECNICO LABORAL POR COMPETENCIAS EN DISEÑO Y CONFECCIÓN DE MODA
3343,TECNICO LABORAL POR COMPETENCIAS EN DISEÑO Y PATRONAJE DE MODAS
3344,TECNICO LABORAL POR COMPETENCIAS EN EDUCACION INICIAL Y RECREACION
3345,TECNICO LABORAL POR COMPETENCIAS EN ELABORACIÓN DE PRODUCTOS ARTESANALES
3346,TECNICO LABORAL POR COMPETENCIAS EN ELECTRICIDAD
3347,TECNICO LABORAL POR COMPETENCIAS EN ELECTRONICA
3348,TECNICO LABORAL POR COMPETENCIAS EN ELECTRONICA Y TELECOMUNICACIONES
3349,TECNICO LABORAL POR COMPETENCIAS EN ENSAMBLE Y MANTENIMIENTOS DE COMPUTADORES
3350,TECNICO LABORAL POR COMPETENCIAS EN ENTRENAMIENTO DEPORTIVO
3351,TECNICO LABORAL POR COMPETENCIAS EN ESTILISTA
3352,TECNICO LABORAL POR COMPETENCIAS EN ESTILISTA INTEGRAL
3353,"TECNICO LABORAL POR COMPETENCIAS EN ESTILISTA INTEGRAL CUIDADO DE MANOS, PIES CABELLO Y MAQUILLAJE"
3354,TECNICO LABORAL POR COMPETENCIAS EN EXPLOTACION MINERA
3355,TECNICO LABORAL POR COMPETENCIAS EN FINANZAS Y CONTABILIDAD
3356,TECNICO LABORAL POR COMPETENCIAS EN GESTION ADMINISTRATIVA Y FINANCIERA
3357,TECNICO LABORAL POR COMPETENCIAS EN GESTION ADMINISTRATIVA Y MERCADEO
3358,TECNICO LABORAL POR COMPETENCIAS EN GESTION COMERCIAL Y TELEMERCADEO CONTAC CENTER
3359,TECNICO LABORAL POR COMPETENCIAS EN GESTION CONTABLE Y FINANCIERA
3360,TECNICO LABORAL POR COMPETENCIAS EN GESTION EMPRESARIAL
3361,TECNICO LABORAL POR COMPETENCIAS EN GESTION EN ADMINISTRACION EMPRESARIAL
3362,TECNICO LABORAL POR COMPETENCIAS EN GESTIÒN CONTABLE Y FINANCIERA
3363,TECNICO LABORAL POR COMPETENCIAS EN HOTELERIA Y TURISMO
3364,TECNICO LABORAL POR COMPETENCIAS EN INSTALACIONES DE REDES DE TELECOMUNICACIONES
3365,TECNICO LABORAL POR COMPETENCIAS EN INSTALACIONES ELÉCTRICAS RESIDENCIALES
3366,TECNICO LABORAL POR COMPETENCIAS EN INSTALADOR DE SISTEMAS EN REFRIGERACIÒN COMERCIAL E INDUSTRIAL
3367,TECNICO LABORAL POR COMPETENCIAS EN INVESTIGACION CRIMINALISTICA
3368,TECNICO LABORAL POR COMPETENCIAS EN INVESTIGACION JUDICIAL
3369,TECNICO LABORAL POR COMPETENCIAS EN INVESTIGACION JUDICIAL Y CRIMINALISTICA
3370,TECNICO LABORAL POR COMPETENCIAS EN INVESTIGACIÓN JUDICIAL
3371,TECNICO LABORAL POR COMPETENCIAS EN INVESTIGADOR CRIMINALISTICO
3372,TECNICO LABORAL POR COMPETENCIAS EN INVESTIGADOR CRIMINALISTICO Y JUDICIAL
3373,TECNICO LABORAL POR COMPETENCIAS EN INVESTIGADOR CRIMINALISTICO Y JUDICIAL.
3374,"TECNICO LABORAL POR COMPETENCIAS EN LOCUCION PARA RADIO, PRESENTACION DE TELEVISION Y PERIODISMO"
3375,TECNICO LABORAL POR COMPETENCIAS EN MANTENIMIENTO DE COMPUTO
3376,TECNICO LABORAL POR COMPETENCIAS EN MANTENIMIENTO DE EQUIPOS ELECTRONICOS PARA USO MASIVO
3377,TECNICO LABORAL POR COMPETENCIAS EN MANTENIMIENTO DEEQUIPOS DE SISTEMAS
3378,TECNICO LABORAL POR COMPETENCIAS EN MANTENIMIENTO Y ENSAMBLE DE COMPUTADORES
3379,TECNICO LABORAL POR COMPETENCIAS EN MAQUILLAJE ARTISTICO Y DECORATIVO
3380,TECNICO LABORAL POR COMPETENCIAS EN MAQUILLAJE ARTÍSTICO Y DECORATIVO
3381,TECNICO LABORAL POR COMPETENCIAS EN MAQUILLAJE DECORATIVO Y ARTISTICO
3382,"TECNICO LABORAL POR COMPETENCIAS EN MAQUILLAJE FACIAL, ARTÍSTICO Y DECORATIVO"
3383,TECNICO LABORAL POR COMPETENCIAS EN MECANICA DE MOTORES DIESEL DE VEHICULOS DE MOTOR
3384,TECNICO LABORAL POR COMPETENCIAS EN MECANICA DE MOTOS
3385,TECNICO LABORAL POR COMPETENCIAS EN MECANICA DIESEL Y EQUIPO PESADO
3386,TECNICO LABORAL POR COMPETENCIAS EN MERCADEO Y  VENTAS
3387,TECNICO LABORAL POR COMPETENCIAS EN MERCADEO Y PUBLICIDAD
3388,TECNICO LABORAL POR COMPETENCIAS EN MERCADEO Y VENTAS
3389,TECNICO LABORAL POR COMPETENCIAS EN MESA Y BAR
3390,TECNICO LABORAL POR COMPETENCIAS EN MULTIMEDIA Y DISEÑO WEB
3391,TECNICO LABORAL POR COMPETENCIAS EN NEGOCIOS EMPRESARIALES
3392,TECNICO LABORAL POR COMPETENCIAS EN OPERACION DE PRODUCCION DE POZOS DE PETROLEO Y GAS
3393,TECNICO LABORAL POR COMPETENCIAS EN OPERADOR  DE EQUIPO PESADO
3394,TECNICO LABORAL POR COMPETENCIAS EN OPERADOR DE EQUIPO PESADO
3395,TECNICO LABORAL POR COMPETENCIAS EN OPERADOR DE HERRAMIENTAS INFORMATICAS Y BASE DE DATOS
3396,TECNICO LABORAL POR COMPETENCIAS EN OPERADOR DE REFINACIÓN DE PETROLEOS
3397,TECNICO LABORAL POR COMPETENCIAS EN OPERADOR EN MAQUINARIA PESADA -RETROEXCAVADORA- BULDOZER
3398,TECNICO LABORAL POR COMPETENCIAS EN PATRONAJE Y CONFECCION TEXTIL
3399,TECNICO LABORAL POR COMPETENCIAS EN PELUQUERIA
3400,TECNICO LABORAL POR COMPETENCIAS EN PELUQUERIA Y BELLEZA
3401,TECNICO LABORAL POR COMPETENCIAS EN PELUQUERÍA
3402,TECNICO LABORAL POR COMPETENCIAS EN PERFORACION DE POZOS DE PETROLEO Y GAS
3403,TECNICO LABORAL POR COMPETENCIAS EN PERFORACION DE POZOS DE PETROLERO Y GAS
3404,TECNICO LABORAL POR COMPETENCIAS EN PERFORACION Y COMPLETAMIENTO DE POZOS DE PETROLEO
3405,TECNICO LABORAL POR COMPETENCIAS EN PERFORACIÓN Y SERVICIOS DE POZOS DE PETROLEO Y GAS
3406,TECNICO LABORAL POR COMPETENCIAS EN PERFORADOR DE POZOS DE PETROLEO Y GAS
3407,TECNICO LABORAL POR COMPETENCIAS EN PINTURA ARTESANAL
3408,TECNICO LABORAL POR COMPETENCIAS EN PREESCOLAR
3409,TECNICO LABORAL POR COMPETENCIAS EN PREESCOLAR .
3410,TECNICO LABORAL POR COMPETENCIAS EN PRESENTACIÓN Y CUIDADO ESTÉTICO DE MANOS Y PIES
3411,TECNICO LABORAL POR COMPETENCIAS EN PROCESOS INDUSTRIALES
3412,TECNICO LABORAL POR COMPETENCIAS EN PROCESOS RECREATIVOS Y TURISTICOS
3413,TECNICO LABORAL POR COMPETENCIAS EN PRODUCCION DE POZOS DE PETROLEO Y FACILIDADES DE SUPERFICIE
3414,TECNICO LABORAL POR COMPETENCIAS EN PRODUCCION Y REACONDICIONAMIENTO DE POZOS DE PETROLEO
3415,TECNICO LABORAL POR COMPETENCIAS EN PROGRAMACION DE APLICACIONES INFORMATICAS
3416,TECNICO LABORAL POR COMPETENCIAS EN PROGRAMAS DE SOFTWARE
3417,TECNICO LABORAL POR COMPETENCIAS EN REDES COMPUTACIONALES Y COMUNICACIONES IP
3418,TECNICO LABORAL POR COMPETENCIAS EN REPARACION Y ENSAMBLE DE COMPUTADORES
