id_programa,nombre_programa
10864,TÉCNICO LABORAL POR COMPETENCIAS EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION
10865,TÉCNICO LABORAL POR COMPETENCIAS EN ANALISIS Y DESARROLLO DEL SISTEMA  DE INFORMACION
10866,TÉCNICO LABORAL POR COMPETENCIAS EN ANALISIS Y DISEÑO DE LA INFORMACION
10867,TÉCNICO LABORAL POR COMPETENCIAS EN ANALISIS Y DISEÑO DE SISTEMAS DE INFORMACION
10868,TÉCNICO LABORAL POR COMPETENCIAS EN ANALISIS Y PROGRAMACION DE COMPUTADORES
10869,TÉCNICO LABORAL POR COMPETENCIAS EN ANALISIS Y PROGRAMACION DE SISTEMAS DE INFORMACION Y COMUNICACION
10870,TÉCNICO LABORAL POR COMPETENCIAS EN ANALISTA DE SISTEMAS DE INFORMACION
10871,TÉCNICO LABORAL POR COMPETENCIAS EN ANALISTA EN PROCESOS CONTABLES
10872,TÉCNICO LABORAL POR COMPETENCIAS EN ANIMACIÓN DIGITAL 3D
10873,TÉCNICO LABORAL POR COMPETENCIAS EN ANIMADOR DE DEPORTE Y RECREACION
10874,"TÉCNICO LABORAL POR COMPETENCIAS EN ANIMADOR, RECREACIÓN Y DEPORTE"
10875,TÉCNICO LABORAL POR COMPETENCIAS EN ANÁLISIS DE CRÉDITO Y CARTERA
10876,TÉCNICO LABORAL POR COMPETENCIAS EN ANÁLISIS DE REDES Y SISTEMAS
10877,TÉCNICO LABORAL POR COMPETENCIAS EN ANÁLISIS DE SISTEMAS DE INFORMACION
10878,TÉCNICO LABORAL POR COMPETENCIAS EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN
10879,TÉCNICO LABORAL POR COMPETENCIAS EN APOYO ADMINISTRATIVO
10880,TÉCNICO LABORAL POR COMPETENCIAS EN ARCHIVISTA
10881,TÉCNICO LABORAL POR COMPETENCIAS EN ARCHIVISTICA
10882,TÉCNICO LABORAL POR COMPETENCIAS EN ARCHIVO Y REGISTRO
10883,TÉCNICO LABORAL POR COMPETENCIAS EN ARTES ESCÉNICAS Y AUXILIAR EN GESTIÓN CULTURAL EN ÉNFASIS EN DANZAS
10884,TÉCNICO LABORAL POR COMPETENCIAS EN ARTES PLÁSTICAS
10885,TÉCNICO LABORAL POR COMPETENCIAS EN ASEOSRIA COMERCIAL Y FINANCIERA
10886,TÉCNICO LABORAL POR COMPETENCIAS EN ASESOR COMERCIAL
10887,TÉCNICO LABORAL POR COMPETENCIAS EN ASESOR COMERCIAL Y DE CONTACCENTER
10888,TÉCNICO LABORAL POR COMPETENCIAS EN ASESOR DE CONTAC CENTER
10889,TÉCNICO LABORAL POR COMPETENCIAS EN ASESOR DE VENTAS
10890,"TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA  EN BANCA, SEGUROS Y FINANZAS"
10891,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA ADMNISTRATIVA Y DE OFICINA
10892,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA AGROPECUARIA
10893,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA AL ADULTO MAYOR
10894,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA BANCARIA Y COMERCIAL
10895,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA COMERCIAL EN CALL CENTER
10896,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA CONTABLE
10897,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA CONTABLE Y FINANCIERA
10898,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA CONTABLE Y FINANCIERO
10899,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA DE COMPRAS
10900,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA DE PREESCOLAR
10901,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA DE RECURSOS HUMANOS
10902,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA DE SISTEMAS DE GESTION EN SEGURIDAD Y SALUD EN EL TRABAJO
10903,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA ELECTRONICA
10904,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA ELECTRÓNICA Y TELECOMUNICACIONES
10905,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN ADMISITRACION EMPRESARIAL
10906,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN ANALISIS Y PRODUCCION DE LA INFORMACION ADMINISTRATIVA
10907,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN ANÁLISIS Y PRODUCCIÓN DE INFORMACIÓN ADMINISTRATIVA
10908,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN ANÁLISIS Y PRODUCCIÓN DE LA INFORMACIÓN ADMINISTRATIVA
10909,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN DEPORTE Y ENTRENAMIENTO FISICO
10910,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN EL ANALISIS Y PRODUCCION DE INFORMACION ADMINISTRATIVA
10911,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN GESTION PUBLICITARIA
10912,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN ORGANIZACIÓN DE ARCHIVO Y ARCHIVISTIVA
10913,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN SISTEMAS INFORMATICOS
10914,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA FINANCIERA
10915,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA INTEGRAL A PERSONAS DEPENDIENTES
10916,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA JUDICIAL Y DE TRIBUNALES
10917,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA JUDICIAL Y TRIBUNAL
10918,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA PREESCOLAR
10919,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA SOCIAL PARA LA SEGURIDAD
10920,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA SOCIAL Y COMUNITARIA
10921,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIAS Y SOPORTES DE TECNOLOGÍAS DE LA INFORMACIÓN
10922,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE ADMINISTRACION EMPRESARIAL
10923,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE ADMINISTRACIÓN EMPRESARIAL
10924,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE ADMINISTRATIVO
10925,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE ADMINISTRATIVO EN NEGOCIOS Y MERCADEO
10926,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE ADMINISTRATIVO Y CONTABLE
10927,"TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE ADMINISTRATIVO,CONTABLE Y FINANCIERO"
10928,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE ADMINISTRATIVOS EN APLICATIVOS INFORMATICOS
10929,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE AGROPECUARIO
10930,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE AGRÍCOLA Y PECUARIO
10931,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE CONTABLE
10932,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE CONTABLE Y FINANCIERO
10933,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE DE COCINA
10934,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE DE GERENCIA ADMINISTRATIVA
10935,"TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE DE GERENCIA, VENTAS Y MERCADEO"
10936,"TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE DE JUZGADOS, TRIBUNALES Y AFINES"
10937,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE DE PREEESCOLAR
10938,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE DE PREESCOLAR
10939,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE DE RECURSOS HUMANOS
10940,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE DE VETERINARIA
10941,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE DE VETERINARIA Y ZOOTECNIA
10942,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EMPRESARIAL
10943,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN ADMINISTRACIÓN DE EMPRESAS
10944,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN ATENCION PREHOSPITALARIA-PARAMEDICO
10945,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN EDUCACION FISICA Y ENTRENAMIENTO DEPORTIVO
10946,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN GESTIÓN ADMINISTRATIVA Y ECONÓMICA DE PRODUCTOS Y SERVICIOS
10947,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN GESTIÓN DE RECURSOS AMBIENTALES
10948,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN INVESTIGACION JUDICIAL
10949,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN LOGÍSTICA DE CENTROS DE DISTRIBUCIÓN
10950,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN PREESCOLAR
10951,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN PREVENCIÓN DE RIESGOS LABORALES Y AMBIENTALES
10952,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN RECUPERACIÓN DE TIERRAS DRAGAS POR LA MINERÍA
10953,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN SALUD AMBIENTAL
10954,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN SANEAMIENTO AMBIENTAL
10955,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN SEGURIDAD OCUPACIONAL
10956,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN SERVICIO SOCIAL Y COMUNITARIO
10957,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN TALENTO HUMANO
10958,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN TRABAJO SOCIAL Y COMUNITARIO
10959,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN VETERINARIA
10960,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE JUDICIAL Y DE TRIBUNALES
10961,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE LEGAL EN SERVICIOS NOTARIALES
10962,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE LOGISTICA EMPRESARIAL
10963,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE MACANICO DENTAL
10964,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE ORGANIZACIÓN DE ARCHIVOS
10965,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE PREESCOLAR
10966,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE SOCIAL
10967,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE SOCIAL COMUNITARIO
10968,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE SOCIAL PARA LA SEGURIDAD
10969,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE SOCIAL Y COMUNITARIO
10970,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE SOCIO  AMBIENTAL Y ECOTURISTICO
10971,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE TURÍSTICO
10972,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE VETERINARIO
10973,TÉCNICO LABORAL POR COMPETENCIAS EN ASITENCIA AL USUARIO EN LAS TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION
10974,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCION AL ADULTO MAYOR
10975,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCION Y CUIDADOS DE PERSONAS EN EL DOMICILIO
10976,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCIÓN A LA PRIMIERA INFANCIA
10977,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCIÓN AL ADULTO MAYOR
10978,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCIÓN INTEGRAL AL ADULTO MAYOR
10979,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILAR DE OFICINA
10980,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMIISTRATIVO
10981,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRATIVA
10982,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRATIVO
10983,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRATIVO CON ENFASIS EN INGLES
10984,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRATIVO EMPRESARIAL
10985,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRATIVO EN SALUD
10986,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRATIVO EN SISTEMAS
10987,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRATIVO Y FINANCIERO
10988,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRAVO
10989,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR AGRONOMO
10990,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR AGROPECUARIO
10991,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR AGRÍCOLA Y AMBIENTAL
10992,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ARCHIVO Y REGISTRO
10993,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR BANCA SEGUROS Y OTROS SERVICIOS FINANCIEROS
10994,"TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR BANCA, SEGUROS Y SERVICIOS FINANCIEROS"
10995,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR BANCARIO Y SERVICIOS FINANCIEROS
10996,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR CLINICA DE VETERINARIA
10997,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR CLINICA VETERINARIA
10998,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR CLÍNICA VETERINARIA
10999,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ACTIVIDAD FISICA Y DEPORTE
11000,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ADUANAS
11001,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ALMACEN
11002,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ALMACEN Y BODEGA
11003,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ALMACÉN Y BODEGA
11004,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ANALISIS EN SISTEMAS DE INFORMACION
11005,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ARCHIVO Y REGISTRO
11006,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE AUDITORIAS
11007,"TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE BANCA, SEGUROS Y OTROS SERVICIOS FINANCIEROS"
11008,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE BODEGA
11009,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE CARTERA Y COBRANZA
11010,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE CLINICA VETERINARIA
11011,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE CLÍNICA VETERINARIA
11012,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE COMERCIO EXTERIOR
11013,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE COMPRAS E INVENTARIOS
11014,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE COMUNICACIÓN COMUNITARIA
11015,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE CORTE Y CONFECCIÓN
11016,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE CUIDADOS AL ADULTO MAYOR
11017,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE DESARROLLO DE SOFTWARE
11018,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE DISEÑO GRAFICO
11019,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ELECTRICIDAD E INSTALACION DE PANELES SOLARES FOTOVOLTAICOS
11020,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ELECTRICIDAD RESIDENCIAL Y COMERCIAL
11021,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE ENFERMERIA
11022,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE FACTURACION EPS
11023,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE FACTURACIÓN DE EPS
11024,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE GESTION AMBIENTAL
11025,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE GESTION ARCHIVISTICA Y BIBLIOTECA
11026,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE GESTION HUMANA
11027,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE GESTIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO.
11028,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE HIGIENE Y SEGURIDAD INDUSTRIAL
11029,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE HOGAR GERIATRICO
11030,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE INFORMACION Y SERVICIO AL CLIENTE
11031,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE INSTRUMENTACIÓN Y AUTOMATIZACIÓN INDUSTRIAL
11032,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE LOGISTICA EMPRESARIAL
11033,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE MERCADEO
11034,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE MERCADEO Y VENTAS
11035,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE MERCADEO Y VENTAS DE PRODUCTOS Y SERVICIOS
11036,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE MERCADO
11037,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE MINISTRO DE CULTO
11038,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE NOMINA Y PRESTACIONES
11039,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE NOMINA Y PRESTACIONES SOCIALES
11040,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE OFICINA
11041,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE OPERACION DE MAQUINARIA PESADA
11042,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE OPERACIONES PORTUARIAS
11043,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE PREESCOLAR
11044,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE PRESUPUESTO
11045,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE PROCESOS INDUSTRIALES
11046,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE PRODUCCION AGROPECUARIA ECOLOGICA
11047,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE RECURSOS HUMANOS
11048,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SALUD ORAL
11049,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SEGURIDAD OCUPACIONAL
11050,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SERVICIO AL CLIENTE
11051,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SERVICIO AL CLIENTE Y CONTACENTER
11052,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SERVICIO Y TELEMERCADEO
11053,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SERVICIOS FINANCIEROS
11054,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SERVICIOS HOTELEROS Y TURISTICOS
11055,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SERVICIOS RECREACION Y DEPORTE
11056,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SISTEMAS
11057,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SISTEMAS INFORMATICOS
11058,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE TALENTO HUMANO
11059,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE TERAPIA Y REHABILITACION FISICA
11060,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE TRABAJO SOCIAL Y COMUNITARIO
11061,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE TRIBUNAL
11062,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE TRIBUNALES
11063,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE VETERINARIA
11064,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DEL CUIDADO DE NIÑOS
11065,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DISEÑO GRAFICO
11066,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN ADMINISTRACION DE EMPRESAS
11067,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN ADMINISTRACIÓN GANADERA Y/O TRABAJADOR AGROPECUARIO
11068,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN AGENTE DE VIAJES Y TURISMO
11069,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN BANCA SEGUROS Y SERVICIOS FINANCIEROS
11070,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN BELLEZA INTEGRAL
11071,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN CLINICA VETERINARIA
11072,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN CLÍNICA VETERINARIA
11073,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN COCINA
11074,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN COMERCIO EXTERIOR
11075,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN CONSTRUCCION DE OBRAS CIVILES
11076,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN CONSTRUCCIONES CIVILES
11077,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN CONTABILIDAD SISTEMATIZADA
11078,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN CUIDADO AL ADULTO MAYOR
11079,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN CUIDADO DE ANIMALES
11080,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN CUIDADO DE NIÑOS
11081,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN DESARROLLO DE SOFTWARE
11082,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN DIGITACION
11083,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN ENFERMERÍA
11084,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN ENTRENADOR DEPORTIVO
11085,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN GESTIÓN DOCUMENTAL Y ARCHIVISTICA
11086,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN HOGAR GERIATRICO
11087,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN INFORMATICA
11088,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN INSTRUMENTACION INDUSTRIAL PETROLERA
11089,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN INVESTIGACION JUDICIAL
11090,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN INVESTIGACIÓN JUDICIAL
11091,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN LOGISTICA
11092,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN LOGISTICA EMPRESARIAL
11093,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN LOGÍSTICA
11094,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN MERCADEO
11095,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN MERCADEO DE PRODUCTOS BIENES Y SERVICIOS
11096,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN MERCADEO Y VENTAS
11097,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN NOMINA Y PRESTACIONES SOCIALES
11098,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN OPERACIONES PORTUARIAS
11099,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN OPERACIÓN DE PRODUCCIÓN DE AUDIO Y SONIDO
11100,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN PREESCOLAR
11101,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN PROCESOS ADMINISTRATIVOS
11102,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN RECREACION Y DEPORTE
11103,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN RECURSOS HUMANOS
11104,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SALUD PUBLICA
11105,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SANEAMIENTO AMBIENTAL
11106,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SANIDAD Y CONTROL AMBIENTAL
11107,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SEGURIDAD Y PROTECCION EN EL TRABAJO
11108,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SERVICIOS FARMACEUTICOS
11109,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SISTEMAS
11110,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SISTEMAS DE GESTION EN SEGURIDAD Y SALUD EN EL TRABAJO
11111,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SISTEMAS INFORMATICOS
11112,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SISTEMAS INFORMÁTICOS
11113,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN TOPOGRAFIA
11114,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN VETERINARIA
11115,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN VETERINARIA Y ZOOTECNIA
11116,"TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR INVESTIGADOR, CRIMINALISTICA Y JUDICIAL"
11117,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR JURIDICO Y TRIBUNALES
11118,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR MERCADERISTA
11119,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR OPERADOR CENTRO DE COMPUTO
11120,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR OPERATIVO Y ADMINISTRATIVO DE INFORMATICA
